;CAT1;CAT2;CAT3;ID;Caption
;vanilla-quests;secondary npcs;;quests\secondary_npcs\philippa_eilhart.w2ent;philippa eilhart
;vanilla-quests;secondary npcs;;quests\secondary_npcs\philippa_owl.w2ent;philippa owl
;vanilla-quests;secondary npcs;;quests\secondary_npcs\priscilla.w2ent;priscilla
;vanilla-quests;secondary npcs;;quests\secondary_npcs\prologue_smith.w2ent;prologue smith
;vanilla-quests;secondary npcs;;quests\secondary_npcs\prologue_village_herbalist.w2ent;prologue village herbalist
;vanilla-quests;secondary npcs;;quests\secondary_npcs\rosa_var_attre.w2ent;rosa var attre
;vanilla-quests;secondary npcs;;quests\secondary_npcs\sergeant.w2ent;sergeant
;vanilla-quests;secondary npcs;;quests\secondary_npcs\sheala_de_tancarville.w2ent;sheala de tancarville
;vanilla-quests;secondary npcs;;quests\secondary_npcs\steingrim.w2ent;steingrim
;vanilla-quests;secondary npcs;;quests\secondary_npcs\stjepan_innkeeper.w2ent;stjepan innkeeper
;vanilla-quests;secondary npcs;;quests\secondary_npcs\svanrige.w2ent;svanrige
;vanilla-quests;secondary npcs;;quests\secondary_npcs\talar.w2ent;talar
;vanilla-quests;secondary npcs;;quests\secondary_npcs\tamara.w2ent;tamara
;vanilla-quests;secondary npcs;;quests\secondary_npcs\udalryk.w2ent;udalryk
;vanilla-quests;secondary npcs;;quests\secondary_npcs\vernossiel.w2ent;vernossiel
;vanilla-quests;secondary npcs;;quests\secondary_npcs\ves.w2ent;ves
;vanilla-quests;secondary npcs;;quests\secondary_npcs\vespula.w2ent;vespula
;vanilla-quests;secondary npcs;;quests\secondary_npcs\vimme_vivaldi.w2ent;vimme vivaldi
;vanilla-quests;secondary npcs;;quests\secondary_npcs\von_gratz.w2ent;von gratz
;vanilla-quests;secondary npcs;;quests\secondary_npcs\whistling_wendy.w2ent;whistling wendy
;vanilla-quests;secondary npcs;;quests\secondary_npcs\zoltan_chivay.w2ent;zoltan chivay
;vanilla-quests-epilogue;ciri dead;;quests\epilogues\quest_files\q503_ciri_dead_new\characters\q503_bandit_01.w2ent;q503 bandit 01
;vanilla-quests-epilogue;ciri dead;;quests\epilogues\quest_files\q503_ciri_dead_new\characters\q503_bandit_02.w2ent;q503 bandit 02
;vanilla-quests-epilogue;ciri dead;;quests\epilogues\quest_files\q503_ciri_dead_new\characters\q503_bandit_pitchfork.w2ent;q503 bandit pitchfork
;vanilla-quests-epilogue;ciri dead;;quests\epilogues\quest_files\q503_ciri_dead_new\characters\q503_bandit.w2ent;q503 bandit
;vanilla-quests-epilogue;ciri dead;;quests\epilogues\quest_files\q503_ciri_dead_new\characters\q503_female_wolf.w2ent;q503 female wolf
;vanilla-quests-epilogue;ciri dead;;quests\epilogues\quest_files\q503_ciri_dead_new\characters\q503_friendly_scene_drowner.w2ent;q503 friendly scene drowner
;vanilla-quests-epilogue;ciri dead;;quests\epilogues\quest_files\q503_ciri_dead_new\characters\q503_werewolf.w2ent;q503 werewolf
;vanilla-quests-epilogue;ciri empress;;quests\epilogues\quest_files\q504_ciri_empress\characters\q504_bear.w2ent;q504 bear
;vanilla-quests-epilogue;ciri empress;;quests\epilogues\quest_files\q504_ciri_empress\characters\q504_fisherman.w2ent;q504 fisherman
;vanilla-quests-epilogue;ciri empress;;quests\epilogues\quest_files\q504_ciri_empress\characters\q504_forktail.w2ent;q504 forktail
;vanilla-quests-epilogue;ciri empress;;quests\epilogues\quest_files\q504_ciri_empress\characters\q504_horse_man.w2ent;q504 horse man
;vanilla-quests-epilogue;ciri empress;;quests\epilogues\quest_files\q504_ciri_empress\characters\q504_horse_owner.w2ent;q504 horse owner
;vanilla-quests-epilogue;ciri empress;;quests\epilogues\quest_files\q504_ciri_empress\characters\q504_horse.w2ent;q504 horse
;vanilla-quests-epilogue;ciri empress;;quests\epilogues\quest_files\q504_ciri_empress\characters\q504_huntsman.w2ent;q504 huntsman
;vanilla-quests-epilogue;ciri empress;;quests\epilogues\quest_files\q504_ciri_empress\characters\q504_mariola.w2ent;q504 mariola
;vanilla-quests-epilogue;ciri empress;;quests\epilogues\quest_files\q504_ciri_empress\characters\q504_nilfgaardian_riders.w2ent;q504 nilfgaardian riders
;vanilla-quests-epilogue;ciri empress;;quests\epilogues\quest_files\q504_ciri_empress\characters\q504_nilfgaardian.w2ent;q504 nilfgaardian
;vanilla-quests-epilogue;ciri empress;;quests\epilogues\quest_files\q504_ciri_empress\characters\q504_villager_by_inn.w2ent;q504 villager by inn
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_burning_herbalist2_boss.w2ent;q505 burning herbalist2 boss
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_burning_herbalist3.w2ent;q505 burning herbalist3
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_burning_herbalist4.w2ent;q505 burning herbalist4
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_camper_start_all.w2ent;q505 camper start all
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_camper_start1.w2ent;q505 camper start1
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_camper_start2.w2ent;q505 camper start2
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_camper_start3.w2ent;q505 camper start3
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_crowd_palace.w2ent;q505 crowd palace
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_dog.w2ent;q505 dog
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_duke_sentry.w2ent;q505 duke sentry
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_duke.w2ent;q505 duke
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_herbalist_no_reactions.w2ent;q505 herbalist no reactions
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_herold_helper_dijkstra1.w2ent;q505 herold helper dijkstra1
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_herold_helper_dijkstra2.w2ent;q505 herold helper dijkstra2
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_horse.w2ent;q505 horse
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_horses_helpers.w2ent;q505 horses helpers
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_messenger_palace.w2ent;q505 messenger palace
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_ministry_man_all.w2ent;q505 ministry man all
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_ministry_man_boss.w2ent;q505 ministry man boss
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_ministry_man1.w2ent;q505 ministry man1
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_ministry_man2.w2ent;q505 ministry man2
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_nilfgaardian_settler1.w2ent;q505 nilfgaardian settler1
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_nilfgaardian_settler2.w2ent;q505 nilfgaardian settler2
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_nilfgaardian_soldier_all_weak.w2ent;q505 nilfgaardian soldier all weak
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_nilfgaardian_soldier_lvl3_halberd.w2ent;q505 nilfgaardian soldier lvl3 halberd
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_nilfgaardian_soldier_palace_lvl2.w2ent;q505 nilfgaardian soldier palace lvl2
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_nilfgaardian_soldier_palace_lvl3.w2ent;q505 nilfgaardian soldier palace lvl3
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_nilfgaardian_soldier_palace_ranged.w2ent;q505 nilfgaardian soldier palace ranged
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_nilfgaardian_soldier_rider_all.w2ent;q505 nilfgaardian soldier rider all
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_nilfgaardian_woman_palace.w2ent;q505 nilfgaardian woman palace
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_nilfgaardians_officer_fence1.w2ent;q505 nilfgaardians officer fence1
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_nilfgaardians_rumor1.w2ent;q505 nilfgaardians rumor1
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_nilfgaardians_rumor2.w2ent;q505 nilfgaardians rumor2
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_officer_formation.w2ent;q505 officer formation
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_officer_nilf_after_dwarves.w2ent;q505 officer nilf after dwarves
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_officer_nilf_horsie_dlg.w2ent;q505 officer nilf horsie dlg
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_officer_palace.w2ent;q505 officer palace
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_officer_redania_after_dwarves.w2ent;q505 officer redania after dwarves
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_officer_redania_queue.w2ent;q505 officer redania queue
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_redanian_digging_boss.w2ent;q505 redanian digging boss
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_redanian_guard_all_crossbows.w2ent;q505 redanian guard all crossbows
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_redanian_guard_all_halberds.w2ent;q505 redanian guard all halberds
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_redanian_guard_all_riders.w2ent;q505 redanian guard all riders
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_redanian_guard_all_torch.w2ent;q505 redanian guard all torch
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_redanian_guard_all.w2ent;q505 redanian guard all
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_redanian_herold_rider.w2ent;q505 redanian herold rider
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_redanian_herold.w2ent;q505 redanian herold
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_redanian_neighbour_scene1.w2ent;q505 redanian neighbour scene1
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_redanian_neighbour_scene2.w2ent;q505 redanian neighbour scene2
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_redanian_saddle1.w2ent;q505 redanian saddle1
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_redanian_saddle2.w2ent;q505 redanian saddle2
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_redanian_soldier_hut1.w2ent;q505 redanian soldier hut1
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_redanian_soldier_hut2.w2ent;q505 redanian soldier hut2
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_redanian_soldier_hut3.w2ent;q505 redanian soldier hut3
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_redanian_weak_all.w2ent;q505 redanian weak all
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_soldier_dwarf_helper_nilf_shield.w2ent;q505 soldier dwarf helper nilf shield
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_soldier_dwarf_helper_nilf.w2ent;q505 soldier dwarf helper nilf
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_soldier_dwarf_helper_reda_shield.w2ent;q505 soldier dwarf helper reda shield
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_soldier_dwarf_helper_reda.w2ent;q505 soldier dwarf helper reda
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_soldier_taking_goods.w2ent;q505 soldier taking goods
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_swordsmaster_helper_all.w2ent;q505 swordsmaster helper all
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_swordsmaster_helper1.w2ent;q505 swordsmaster helper1
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_swordsmaster.w2ent;q505 swordsmaster
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_temeria_soldier_dlg_inn.w2ent;q505 temeria soldier dlg inn
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_temeria_soldier_weak_all.w2ent;q505 temeria soldier weak all
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_villager_all.w2ent;q505 villager all
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_villager_captured1.w2ent;q505 villager captured1
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_villager_captured2.w2ent;q505 villager captured2
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_villager_captured3.w2ent;q505 villager captured3
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_villager_fence_woman.w2ent;q505 villager fence woman
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_villager_herold_woman1.w2ent;q505 villager herold woman1
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_villager_herold_woman2.w2ent;q505 villager herold woman2
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_villager_herold1.w2ent;q505 villager herold1
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_villager_inn_woman.w2ent;q505 villager inn woman
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_villager_queue_child.w2ent;q505 villager queue child
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_villager_queue_woman1.w2ent;q505 villager queue woman1
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_villager_queue1.w2ent;q505 villager queue1
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_villager_queue2.w2ent;q505 villager queue2
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_villager_saddle1.w2ent;q505 villager saddle1
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_villager_saddle2.w2ent;q505 villager saddle2
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_villager_settlers_woman1.w2ent;q505 villager settlers woman1
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_villager_settlers1.w2ent;q505 villager settlers1
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_villager_woman_all.w2ent;q505 villager woman all
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_youngster_palace_woman1.w2ent;q505 youngster palace woman1
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_youngster_palace_woman2.w2ent;q505 youngster palace woman2
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_youngster_palace1.w2ent;q505 youngster palace1
;vanilla-quests-epilogue;ciri free;;quests\epilogues\quest_files\q505_ciri_free\characters\q505_youngster_palace2.w2ent;q505 youngster palace2
;vanilla-quests-part 1;agent;;quests\part_1\quest_files\q101_agent\characters\q101_baron_thugs_2.w2ent;q101 baron thugs 2
;vanilla-quests-part 1;agent;;quests\part_1\quest_files\q101_agent\characters\q101_baron_thugs_3.w2ent;q101 baron thugs 3
;vanilla-quests-part 1;agent;;quests\part_1\quest_files\q101_agent\characters\q101_baron_thugs_reserves_2.w2ent;q101 baron thugs reserves 2
;vanilla-quests-part 1;agent;;quests\part_1\quest_files\q101_agent\characters\q101_baron_thugs_reserves_3.w2ent;q101 baron thugs reserves 3
;vanilla-quests-part 1;agent;;quests\part_1\quest_files\q101_agent\characters\q101_baron_thugs_reserves.w2ent;q101 baron thugs reserves
;vanilla-quests-part 1;agent;;quests\part_1\quest_files\q101_agent\characters\q101_baron_thugs.w2ent;q101 baron thugs
;vanilla-quests-part 1;agent;;quests\part_1\quest_files\q101_agent\characters\q101_piggie.w2ent;q101 piggie
;vanilla-quests-part 1;agent;;quests\part_1\quest_files\q101_agent\characters\q101_rabid_dogs.w2ent;q101 rabid dogs
;vanilla-quests-part 1;agent;;quests\part_1\quest_files\q101_agent\characters\q101_village_survivor.w2ent;q101 village survivor
;vanilla-quests-part 1;agent;;quests\part_1\quest_files\q101_agent\characters\scenes_characters\q101_blacksmith.w2ent;q101 blacksmith
;vanilla-quests-part 1;agent;;quests\part_1\quest_files\q101_agent\characters\scenes_characters\q101_daughter.w2ent;q101 daughter
;vanilla-quests-part 1;agent;;quests\part_1\quest_files\q101_agent\characters\scenes_characters\q101_father.w2ent;q101 father
;vanilla-quests-part 1;agent;;quests\part_1\quest_files\q101_agent\characters\scenes_characters\q101_kid_brother.w2ent;q101 kid brother
;vanilla-quests-part 1;agent;;quests\part_1\quest_files\q101_agent\characters\scenes_characters\q101_kid_sister.w2ent;q101 kid sister
;vanilla-quests-part 1;agent;;quests\part_1\quest_files\q101_agent\characters\scenes_characters\q101_villager_man.w2ent;q101 villager man
;vanilla-quests-part 1;agent;;quests\part_1\quest_files\q101_agent\characters\scenes_characters\q101_villager_woman.w2ent;q101 villager woman
;vanilla-quests-part 1;baron;;quests\part_1\quest_files\q102_baron\characters\q102_barons_man_passive.w2ent;q102 barons man passive
;vanilla-quests-part 1;baron;;quests\part_1\quest_files\q102_baron\characters\q102_barons_man_recognize_geralt.w2ent;q102 barons man recognize geralt
;vanilla-quests-part 1;baron;;quests\part_1\quest_files\q102_baron\characters\q102_barons_man_violent_01.w2ent;q102 barons man violent 01
;vanilla-quests-part 1;baron;;quests\part_1\quest_files\q102_baron\characters\q102_barons_man_violent_02.w2ent;q102 barons man violent 02
;vanilla-quests-part 1;baron;;quests\part_1\quest_files\q102_baron\characters\q102_barons_man.w2ent;q102 barons man
;vanilla-quests-part 1;baron;;quests\part_1\quest_files\q102_baron\characters\q102_barons_servant.w2ent;q102 barons servant
;vanilla-quests-part 1;baron;;quests\part_1\quest_files\q102_baron\characters\q102_nilfgaardian_captain.w2ent;q102 nilfgaardian captain
;vanilla-quests-part 1;baron;;quests\part_1\quest_files\q102_baron\characters\q102_nilfgaardian_soldier.w2ent;q102 nilfgaardian soldier
;vanilla-quests-part 1;baron;;quests\part_1\quest_files\q102_baron\characters\q102_old_man.w2ent;q102 old man
;vanilla-quests-part 1;baron;;quests\part_1\quest_files\q102_baron\characters\q102_water_hag.w2ent;q102 water hag
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q302_whoreson_thugs_crossbow_ciri.w2ent;q302 whoreson thugs crossbow ciri
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q302_whoreson_thugs_mace_1h_ciri.w2ent;q302 whoreson thugs mace 1h ciri
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q302_whoreson_thugs_shield_ciri.w2ent;q302 whoreson thugs shield ciri
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_actor1_poor_man.w2ent;q305 actor1 poor man
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_actor2_woman.w2ent;q305 actor2 woman
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_actor3_rich_man.w2ent;q305 actor3 rich man
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_actor4_crowd_man.w2ent;q305 actor4 crowd man
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_actor5_crowd_woman.w2ent;q305 actor5 crowd woman
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_angry_mob_citizen_dlg_only.w2ent;q305 angry mob citizen dlg only
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_angry_mob_citizen_dlg_only2.w2ent;q305 angry mob citizen dlg only2
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_angry_mob_dlg.w2ent;q305 angry mob dlg
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_angry_mob_for_guards_citizen.w2ent;q305 angry mob for guards citizen
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_angry_mob_for_guards.w2ent;q305 angry mob for guards
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_bandit_1h_t1.w2ent;q305 bandit 1h t1
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_bandit_2h_t1.w2ent;q305 bandit 2h t1
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_bandit_barricade_talk.w2ent;q305 bandit barricade talk
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_bandit_barricade_talk2.w2ent;q305 bandit barricade talk2
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_bandit_crossbow_backalley_boss.w2ent;q305 bandit crossbow backalley boss
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_bandit_final_countdown_talk.w2ent;q305 bandit final countdown talk
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_bandit_ranged_t1_standing_still.w2ent;q305 bandit ranged t1 standing still
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_bandit_ranged_t1.w2ent;q305 bandit ranged t1
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_bandit_runner_talk.w2ent;q305 bandit runner talk
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_bandit_whistling.w2ent;q305 bandit whistling
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_camper_false_trail1.w2ent;q305 camper false trail1
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_camper_false_trail2.w2ent;q305 camper false trail2
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_camper_false_trail3.w2ent;q305 camper false trail3
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_dijkstra_man.w2ent;q305 dijkstra man
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_docks_bg_fighter1.w2ent;q305 docks bg fighter1
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_docks_bg_fighter2.w2ent;q305 docks bg fighter2
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_docks_sailors_spectators.w2ent;q305 docks sailors spectators
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_docks_spectator1.w2ent;q305 docks spectator1
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_docks_spectator2.w2ent;q305 docks spectator2
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_docks_spectator3.w2ent;q305 docks spectator3
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_docks_spectator4.w2ent;q305 docks spectator4
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_dudu_guard.w2ent;q305 dudu guard
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_dwarf_midget1.w2ent;q305 dwarf midget1
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_fanatic_theatre.w2ent;q305 fanatic theatre
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_fire_guard_convoy_1h_t1.w2ent;q305 fire guard convoy 1h t1
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_fire_guard_convoy_crossbow.w2ent;q305 fire guard convoy crossbow
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_fire_guard_convoy_heavy.w2ent;q305 fire guard convoy heavy
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_guard.w2ent;q305 guard
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_juggler_chef.w2ent;q305 juggler chef
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_juggler_elf.w2ent;q305 juggler elf
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_juggler_missing.w2ent;q305 juggler missing
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_juggler_woman.w2ent;q305 juggler woman
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_midget2.w2ent;q305 midget2
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_midget3.w2ent;q305 midget3
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_nathanel_cs.w2ent;q305 nathanel cs
;vanilla-quests-part 1;blanka;;quests\part_1\quest_files\q305_blanka\characters\q305_poor_man_showing_way.w2ent;q305 poor man showing way
