;CAT1;CAT2;CAT3;ID;Caption
;vanilla-quests-part 1;witches;;quests\part_1\quest_files\q105_witches\entities\sweets\q105_sweet_illusion_clue04.w2ent;q105 sweet illusion clue04
;vanilla-quests-part 1;witches;;quests\part_1\quest_files\q105_witches\entities\sweets\q105_sweet_illusion_clue05.w2ent;q105 sweet illusion clue05
;vanilla-quests-part 1;witches;;quests\part_1\quest_files\q105_witches\entities\sweets\q105_sweet_illusion_clue06.w2ent;q105 sweet illusion clue06
;vanilla-quests-part 1;witches;;quests\part_1\quest_files\q105_witches\entities\sweets\q105_sweet_illusion_clue07.w2ent;q105 sweet illusion clue07
;vanilla-quests-part 1;witches;;quests\part_1\quest_files\q105_witches\entities\sweets\q105_sweet_illusion_clue08.w2ent;q105 sweet illusion clue08
;vanilla-quests-part 1;witches;;quests\part_1\quest_files\q105_witches\entities\sweets\q105_sweet_illusion_clue09.w2ent;q105 sweet illusion clue09
;vanilla-quests-part 1;witches;;quests\part_1\quest_files\q105_witches\entities\sweets\q105_sweet_illusion_clue10.w2ent;q105 sweet illusion clue10
;vanilla-quests-part 2;battle;;quests\part_2\quest_files\q403_battle\entities\main_gate_kaer_morhen.w2ent;main gate kaer morhen
;vanilla-quests-part 2;battle;;quests\part_2\quest_files\q403_battle\entities\q403_bomb_chest.w2ent;q403 bomb chest
;vanilla-quests-part 2;battle;;quests\part_2\quest_files\q403_battle\entities\q403_crater_flat.w2ent;q403 crater flat
;vanilla-quests-part 2;battle;;quests\part_2\quest_files\q403_battle\entities\q403_crater_hole.w2ent;q403 crater hole
;vanilla-quests-part 2;battle;;quests\part_2\quest_files\q403_battle\entities\q403_crater.w2ent;q403 crater
;vanilla-quests-part 2;battle;;quests\part_2\quest_files\q403_battle\entities\q403_treaty.w2ent;q403 treaty
;vanilla-quests-part 2;battle;;quests\part_2\quest_files\q403_battle\entities\q403_viper_trap_armed.w2ent;q403 viper trap armed
;vanilla-quests-part 2;battle;;quests\part_2\quest_files\q403_battle\entities\q403_viper_trap_disarmed.w2ent;q403 viper trap disarmed
;vanilla-quests-part 2;battle;;quests\part_2\quest_files\q403_battle\entities\q403_viper_trap_fire.w2ent;q403 viper trap fire
;vanilla-quests-part 2;battle;;quests\part_2\quest_files\q403_battle\entities\q403_viper_trap.w2ent;q403 viper trap
;vanilla-quests-part 2;battle;;quests\part_2\quest_files\q403_battle\entities\q403_wild_hunt_minion_background.w2ent;q403 wild hunt minion background
;vanilla-quests-part 2;battle;;quests\part_2\quest_files\q403_battle\entities\q403_wild_hunt_soldier_background.w2ent;q403 wild hunt soldier background
;vanilla-quests-part 2;battle;;quests\part_2\quest_files\q403_battle\entities\q403_yen_bubble_2.w2ent;q403 yen bubble 2
;vanilla-quests-part 2;battle;;quests\part_2\quest_files\q403_battle\entities\q403_yen_bubble_3.w2ent;q403 yen bubble 3
;vanilla-quests-part 2;battle;;quests\part_2\quest_files\q403_battle\entities\q403_yen_bubble.w2ent;q403 yen bubble
;vanilla-quests-part 2;battle;;quests\part_2\quest_files\q403_battle\entities\toxic_gas_rift.w2ent;toxic gas rift
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\clues\corpses\q206_brokvar_corpse.w2ent;q206 brokvar corpse
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\clues\corpses\q206_craite_corpse.w2ent;q206 craite corpse
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\clues\corpses\q206_draig_bon_dhu_corpse.w2ent;q206 draig bon dhu corpse
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\clues\corpses\q206_drogodar_corpse.w2ent;q206 drogodar corpse
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\clues\corpses\q206_drummond_corpse.w2ent;q206 drummond corpse
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\clues\corpses\q206_fight_spot_corpse_01.w2ent;q206 fight spot corpse 01
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\clues\corpses\q206_fight_spot_corpse_02.w2ent;q206 fight spot corpse 02
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\clues\corpses\q206_fight_spot_corpse_04.w2ent;q206 fight spot corpse 04
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\clues\corpses\q206_halbjorn_corpse.w2ent;q206 halbjorn corpse
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\clues\corpses\q206_lugos_glaucous_corpse.w2ent;q206 lugos glaucous corpse
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\clues\corpses\q206_otrygg_corpse.w2ent;q206 otrygg corpse
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\clues\corpses\q206_steingrim_corpse.w2ent;q206 steingrim corpse
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\clues\corpses\q206_tuirseach_corpse.w2ent;q206 tuirseach corpse
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\clues\q206_arnvalds_book.w2ent;q206 arnvalds book
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\clues\q206_arnvalds_cache.w2ent;q206 arnvalds cache
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\clues\q206_arnvalds_cloth.w2ent;q206 arnvalds cloth
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\clues\q206_arnvalds_footprints_stairs.w2ent;q206 arnvalds footprints stairs
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\clues\q206_arnvalds_footprints.w2ent;q206 arnvalds footprints
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\clues\q206_arnvalds_horse_track.w2ent;q206 arnvalds horse track
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\clues\q206_biscuits.w2ent;q206 biscuits
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\clues\q206_blood_vomit.w2ent;q206 blood vomit
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\clues\q206_bloody_footprints_stairs.w2ent;q206 bloody footprints stairs
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\clues\q206_boxing_gloves.w2ent;q206 boxing gloves
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\clues\q206_chalice.w2ent;q206 chalice
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\clues\q206_clothes.w2ent;q206 clothes
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\clues\q206_crater.w2ent;q206 crater
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\clues\q206_envelope.w2ent;q206 envelope
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\clues\q206_mushrooms.w2ent;q206 mushrooms
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\clues\q206_scalps.w2ent;q206 scalps
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\clues\q206_shrine_plaque.w2ent;q206 shrine plaque
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\clues\q206_tattoo_dyes.w2ent;q206 tattoo dyes
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\clues\q206_wine_bottle.w2ent;q206 wine bottle
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\clues\q206_wine_sample.w2ent;q206 wine sample
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\entities\arnvalds_chest.w2ent;arnvalds chest
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\entities\q206_arnvalds_corpse.w2ent;q206 arnvalds corpse
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\entities\q206_barrel_stack.w2ent;q206 barrel stack
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\entities\q206_biscuits.w2ent;q206 biscuits
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\entities\q206_bread_basket.w2ent;q206 bread basket
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\entities\q206_flammable_liquid.w2ent;q206 flammable liquid
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\entities\q206_thrown_torch.w2ent;q206 thrown torch
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\entities\q206_wine_barrel.w2ent;q206 wine barrel
;vanilla-quests-part 2;berserkers;;quests\part_2\quest_files\q206_berserkers\entities\q206_wine_stash.w2ent;q206 wine stash
;vanilla-quests-part 2;casablanca;;quests\part_2\quest_files\q309_casablanca\entities\q309_clue_body_key3.w2ent;q309 clue body key3
;vanilla-quests-part 2;casablanca;;quests\part_2\quest_files\q309_casablanca\entities\q309_clue_dead_body_vampire.w2ent;q309 clue dead body vampire
;vanilla-quests-part 2;casablanca;;quests\part_2\quest_files\q309_casablanca\entities\q309_clue_dead_wh_vampire.w2ent;q309 clue dead wh vampire
;vanilla-quests-part 2;casablanca;;quests\part_2\quest_files\q309_casablanca\entities\q309_drowner_body.w2ent;q309 drowner body
;vanilla-quests-part 2;casablanca;;quests\part_2\quest_files\q309_casablanca\entities\q309_drowner_body2.w2ent;q309 drowner body2
;vanilla-quests-part 2;casablanca;;quests\part_2\quest_files\q309_casablanca\entities\q309_fire_on_books.w2ent;q309 fire on books
;vanilla-quests-part 2;casablanca;;quests\part_2\quest_files\q309_casablanca\entities\q309_gonzal_de_verceo_poems.w2ent;q309 gonzal de verceo poems
;vanilla-quests-part 2;casablanca;;quests\part_2\quest_files\q309_casablanca\entities\q309_hanging_lamp.w2ent;q309 hanging lamp
;vanilla-quests-part 2;casablanca;;quests\part_2\quest_files\q309_casablanca\entities\q309_jacob_of_varazze_chronicles.w2ent;q309 jacob of varazze chronicles
;vanilla-quests-part 2;casablanca;;quests\part_2\quest_files\q309_casablanca\entities\q309_key_notes.w2ent;q309 key notes
;vanilla-quests-part 2;casablanca;;quests\part_2\quest_files\q309_casablanca\entities\q309_key_piece3_torch.w2ent;q309 key piece3 torch
;vanilla-quests-part 2;casablanca;;quests\part_2\quest_files\q309_casablanca\entities\q309_key3_shelf_candle.w2ent;q309 key3 shelf candle
;vanilla-quests-part 2;casablanca;;quests\part_2\quest_files\q309_casablanca\entities\q309_safe_empty.w2ent;q309 safe empty
;vanilla-quests-part 2;casablanca;;quests\part_2\quest_files\q309_casablanca\entities\q309_safe_full.w2ent;q309 safe full
;vanilla-quests-part 2;casablanca;;quests\part_2\quest_files\q309_casablanca\entities\q309_safe.w2ent;q309 safe
;vanilla-quests-part 2;casablanca;;quests\part_2\quest_files\q309_casablanca\entities\q309_third_key_appearance.w2ent;q309 third key appearance
;vanilla-quests-part 2;casablanca;;quests\part_2\quest_files\q309_casablanca\entities\q309_third_key.w2ent;q309 third key
;vanilla-quests-part 2;casablanca;;quests\part_2\quest_files\q309_casablanca\entities\q309_wh_blood.w2ent;q309 wh blood
;vanilla-quests-part 2;casablanca;;quests\part_2\quest_files\q309_casablanca\entities\q309_wh_footprint.w2ent;q309 wh footprint
;vanilla-quests-part 2;casablanca;;quests\part_2\quest_files\q309_casablanca\entities\q309_wood_for_steak.w2ent;q309 wood for steak
;vanilla-quests-part 2;ciri;;quests\part_2\quest_files\q402_ciri\entities\q402_dead_dwarf.w2ent;q402 dead dwarf
;vanilla-quests-part 2;ciri;;quests\part_2\quest_files\q402_ciri\entities\q402_wisp.w2ent;q402 wisp
;vanilla-quests-part 2;eve;;quests\part_2\quest_files\q108_eve\entities\q108_guslar_father_burnable.w2ent;q108 guslar father burnable
;vanilla-quests-part 2;eve;;quests\part_2\quest_files\q108_eve\entities\q108_ritual_fire.w2ent;q108 ritual fire
;vanilla-quests-part 2;heroes mead;;quests\part_2\quest_files\q208_heroesmead\objects\q208_coronation_brazier_unique.w2ent;q208 coronation brazier unique
;vanilla-quests-part 2;psycho;;quests\part_2\quest_files\q308_psycho\entities\blanka\q308_blanka_brazier.w2ent;q308 blanka brazier
;vanilla-quests-part 2;psycho;;quests\part_2\quest_files\q308_psycho\entities\blanka\q308_blanka_formalin.w2ent;q308 blanka formalin
;vanilla-quests-part 2;psycho;;quests\part_2\quest_files\q308_psycho\entities\blanka\q308_blanka_ropes.w2ent;q308 blanka ropes
;vanilla-quests-part 2;psycho;;quests\part_2\quest_files\q308_psycho\entities\carpenter\q308_carpenter_formalin.w2ent;q308 carpenter formalin
;vanilla-quests-part 2;psycho;;quests\part_2\quest_files\q308_psycho\entities\carpenter\q308_eyes.w2ent;q308 eyes
;vanilla-quests-part 2;psycho;;quests\part_2\quest_files\q308_psycho\entities\carpenter\q308_furniture.w2ent;q308 furniture
;vanilla-quests-part 2;psycho;;quests\part_2\quest_files\q308_psycho\entities\carpenter\q308_statues.w2ent;q308 statues
;vanilla-quests-part 2;psycho;;quests\part_2\quest_files\q308_psycho\entities\daisy\q308_clothes_torn.w2ent;q308 clothes torn
;vanilla-quests-part 2;psycho;;quests\part_2\quest_files\q308_psycho\entities\daisy\q308_daisy_ash.w2ent;q308 daisy ash
;vanilla-quests-part 2;psycho;;quests\part_2\quest_files\q308_psycho\entities\daisy\q308_daisy_blood.w2ent;q308 daisy blood
;vanilla-quests-part 2;psycho;;quests\part_2\quest_files\q308_psycho\entities\q308_drag_marks_new.w2ent;q308 drag marks new
;vanilla-quests-part 2;psycho;;quests\part_2\quest_files\q308_psycho\entities\q308_morgue_body_3.w2ent;q308 morgue body 3
;vanilla-quests-part 2;psycho;;quests\part_2\quest_files\q308_psycho\entities\q308_morgue_body_4.w2ent;q308 morgue body 4
;vanilla-quests-part 2;psycho;;quests\part_2\quest_files\q308_psycho\entities\q308_morgue_body_5.w2ent;q308 morgue body 5
;vanilla-quests-part 2;psycho;;quests\part_2\quest_files\q308_psycho\entities\q308_morgue_body_6.w2ent;q308 morgue body 6
;vanilla-quests-part 2;psycho;;quests\part_2\quest_files\q308_psycho\entities\q308_morgue_body_7.w2ent;q308 morgue body 7
;vanilla-quests-part 2;psycho;;quests\part_2\quest_files\q308_psycho\entities\q308_morgue_body.w2ent;q308 morgue body
;vanilla-quests-part 2;psycho;;quests\part_2\quest_files\q308_psycho\entities\q308_patricia_body.w2ent;q308 patricia body
;vanilla-quests-part 2;psycho;;quests\part_2\quest_files\q308_psycho\entities\q308_psycho_farewell.w2ent;q308 psycho farewell
;vanilla-quests-part 2;psycho;;quests\part_2\quest_files\q308_psycho\entities\q308_riddle_clue.w2ent;q308 riddle clue
;vanilla-quests-part 2;psycho;;quests\part_2\quest_files\q308_psycho\entities\q308_sermon_2.w2ent;q308 sermon 2
;vanilla-quests-part 2;psycho;;quests\part_2\quest_files\q308_psycho\entities\q308_sermon_3.w2ent;q308 sermon 3
;vanilla-quests-part 2;psycho;;quests\part_2\quest_files\q308_psycho\entities\q308_sermon_4.w2ent;q308 sermon 4
;vanilla-quests-part 2;psycho;;quests\part_2\quest_files\q308_psycho\entities\q308_sermon_5.w2ent;q308 sermon 5
;vanilla-quests-part 2;psycho;;quests\part_2\quest_files\q308_psycho\entities\q308_sermon.w2ent;q308 sermon
;vanilla-quests-part 2;psycho;;quests\part_2\quest_files\q308_psycho\entities\sawa\q308_sawa_chair.w2ent;q308 sawa chair
;vanilla-quests-part 2;swamps;;quests\part_2\quest_files\q107_swamps\entities\containers\q107_tamara_doll.w2ent;q107 tamara doll
;vanilla-quests-part 2;swamps;;quests\part_2\quest_files\q107_swamps\entities\q107_baron_hanged.w2ent;q107 baron hanged
;vanilla-quests-part 2;swamps;;quests\part_2\quest_files\q107_swamps\entities\q107_baronmen_corpse_down.w2ent;q107 baronmen corpse down
;vanilla-quests-part 2;swamps;;quests\part_2\quest_files\q107_swamps\entities\q107_baronmen_corpse_side.w2ent;q107 baronmen corpse side
;vanilla-quests-part 2;swamps;;quests\part_2\quest_files\q107_swamps\entities\q107_baronmen_corpse_up.w2ent;q107 baronmen corpse up
;vanilla-quests-part 2;swamps;;quests\part_2\quest_files\q107_swamps\entities\q107_doll_anna.w2ent;q107 doll anna
;vanilla-quests-part 2;swamps;;quests\part_2\quest_files\q107_swamps\entities\q107_doll1.w2ent;q107 doll1
;vanilla-quests-part 2;swamps;;quests\part_2\quest_files\q107_swamps\entities\q107_doll2.w2ent;q107 doll2
;vanilla-quests-part 2;swamps;;quests\part_2\quest_files\q107_swamps\entities\q107_doll3.w2ent;q107 doll3
;vanilla-quests-part 2;swamps;;quests\part_2\quest_files\q107_swamps\entities\q107_janek_footprints.w2ent;q107 janek footprints
;vanilla-quests-part 2;swamps;;quests\part_2\quest_files\q107_swamps\entities\q107_tamara_doll.w2ent;q107 tamara doll
;vanilla-quests-part 2;tower;;quests\part_2\quest_files\q106_tower\entities\includes\q106_aleksander_notes_include.w2ent;q106 aleksander notes include
;vanilla-quests-part 2;tower;;quests\part_2\quest_files\q106_tower\entities\q106_aleksander_notes01.w2ent;q106 aleksander notes01
;vanilla-quests-part 2;tower;;quests\part_2\quest_files\q106_tower\entities\q106_aleksander_notes02.w2ent;q106 aleksander notes02
;vanilla-quests-part 2;tower;;quests\part_2\quest_files\q106_tower\entities\q106_anabelle_altar.w2ent;q106 anabelle altar
;vanilla-quests-part 2;tower;;quests\part_2\quest_files\q106_tower\entities\q106_anabelle_oillamp_clue.w2ent;q106 anabelle oillamp clue
;vanilla-quests-part 2;tower;;quests\part_2\quest_files\q106_tower\entities\q106_anabelle_vial.w2ent;q106 anabelle vial
;vanilla-quests-part 2;tower;;quests\part_2\quest_files\q106_tower\entities\q106_blood_clue.w2ent;q106 blood clue
;vanilla-quests-part 2;tower;;quests\part_2\quest_files\q106_tower\entities\q106_blood_clue1.w2ent;q106 blood clue1
;vanilla-quests-part 2;tower;;quests\part_2\quest_files\q106_tower\entities\q106_blood_clue2.w2ent;q106 blood clue2
;vanilla-quests-part 2;tower;;quests\part_2\quest_files\q106_tower\entities\q106_blood_clue3.w2ent;q106 blood clue3
;vanilla-quests-part 2;tower;;quests\part_2\quest_files\q106_tower\entities\q106_bodies_of_looters.w2ent;q106 bodies of looters
;vanilla-quests-part 2;tower;;quests\part_2\quest_files\q106_tower\entities\q106_bodies_of_looters2.w2ent;q106 bodies of looters2
;vanilla-quests-part 2;tower;;quests\part_2\quest_files\q106_tower\entities\q106_bodies_of_looters3.w2ent;q106 bodies of looters3
;vanilla-quests-part 2;tower;;quests\part_2\quest_files\q106_tower\entities\q106_body_killed_by_morowa.w2ent;q106 body killed by morowa
;vanilla-quests-part 2;tower;;quests\part_2\quest_files\q106_tower\entities\q106_campfire_creepy.w2ent;q106 campfire creepy
;vanilla-quests-part 2;tower;;quests\part_2\quest_files\q106_tower\entities\q106_candle_melted_creepy.w2ent;q106 candle melted creepy
;vanilla-quests-part 2;tower;;quests\part_2\quest_files\q106_tower\entities\q106_candlestick_small_creepy.w2ent;q106 candlestick small creepy
;vanilla-quests-part 2;tower;;quests\part_2\quest_files\q106_tower\entities\q106_horn_chandelier_creepy.w2ent;q106 horn chandelier creepy
;vanilla-quests-part 2;tower;;quests\part_2\quest_files\q106_tower\entities\q106_horn_chandelier.w2ent;q106 horn chandelier
;vanilla-quests-part 2;tower;;quests\part_2\quest_files\q106_tower\entities\q106_lab_door_marks.w2ent;q106 lab door marks
;vanilla-quests-part 2;tower;;quests\part_2\quest_files\q106_tower\entities\q106_lootable_lamp.w2ent;q106 lootable lamp
;vanilla-quests-part 2;tower;;quests\part_2\quest_files\q106_tower\entities\q106_magic_oillamp_dlgs.w2ent;q106 magic oillamp dlgs
;vanilla-quests-part 2;tower;;quests\part_2\quest_files\q106_tower\entities\q106_magnate_body_clue.w2ent;q106 magnate body clue
;vanilla-quests-part 2;tower;;quests\part_2\quest_files\q106_tower\entities\q106_money_chest.w2ent;q106 money chest
;vanilla-quests-part 2;tower;;quests\part_2\quest_files\q106_tower\entities\q106_peasants_weapons_clues.w2ent;q106 peasants weapons clues
;vanilla-quests-part 2;tower;;quests\part_2\quest_files\q106_tower\entities\q106_rat_clues.w2ent;q106 rat clues
;vanilla-quests-part 2;tower;;quests\part_2\quest_files\q106_tower\entities\q106_running_from_island_clue.w2ent;q106 running from island clue
;vanilla-quests-part 2;tower;;quests\part_2\quest_files\q106_tower\entities\q106_swim_with_loot_clue.w2ent;q106 swim with loot clue
;vanilla-quests-part 2;tower;;quests\part_2\quest_files\q106_tower\entities\q106_table_clue.w2ent;q106 table clue
;vanilla-quests-part 2;tower;;quests\part_2\quest_files\q106_tower\entities\q106_torch_wall_creepy.w2ent;q106 torch wall creepy
;vanilla-quests-part 2;tower;;quests\part_2\quest_files\q106_tower\entities\q106_totem_ghost.w2ent;q106 totem ghost
;vanilla-quests-part 2;wrapup;;quests\part_2\quest_files\q109_wrapup\entities\q109_keiras_corpse.w2ent;q109 keiras corpse
;vanilla-quests-part 3;avallach;;quests\part_3\quest_files\q502_avallach\entities\q502_avallach_barrier.w2ent;q502 avallach barrier
;vanilla-quests-part 3;avallach;;quests\part_3\quest_files\q502_avallach\entities\q502_crater_flat_snow.w2ent;q502 crater flat snow
;vanilla-quests-part 3;avallach;;quests\part_3\quest_files\q502_avallach\entities\q502_crater_flat.w2ent;q502 crater flat
;vanilla-quests-part 3;avallach;;quests\part_3\quest_files\q502_avallach\entities\q502_crater_hole_snow.w2ent;q502 crater hole snow
;vanilla-quests-part 3;avallach;;quests\part_3\quest_files\q502_avallach\entities\q502_crater_hole.w2ent;q502 crater hole
;vanilla-quests-part 3;avallach;;quests\part_3\quest_files\q502_avallach\entities\q502_crater_snow.w2ent;q502 crater snow
;vanilla-quests-part 3;avallach;;quests\part_3\quest_files\q502_avallach\entities\q502_crater.w2ent;q502 crater
;vanilla-quests-part 3;eredin;;quests\part_3\quest_files\q501_eredin\entities\q501_battle_barrel.w2ent;q501 battle barrel
;vanilla-quests-part 3;geels;;quests\part_3\quest_files\q311_geels\objects\q311_aen_elle_diary.w2ent;q311 aen elle diary
;vanilla-quests-part 3;geels;;quests\part_3\quest_files\q311_geels\objects\q311_appearance_of_book.w2ent;q311 appearance of book
;vanilla-quests-part 3;geels;;quests\part_3\quest_files\q311_geels\objects\q311_campfire_big_hangar.w2ent;q311 campfire big hangar
;vanilla-quests-part 3;geels;;quests\part_3\quest_files\q311_geels\objects\q311_campfire_oven.w2ent;q311 campfire oven
;vanilla-quests-part 3;geels;;quests\part_3\quest_files\q311_geels\objects\q311_container_appearance_old_paper.w2ent;q311 container appearance old paper
;vanilla-quests-part 3;geels;;quests\part_3\quest_files\q311_geels\objects\q311_eternal_cold_notes1.w2ent;q311 eternal cold notes1
;vanilla-quests-part 3;geels;;quests\part_3\quest_files\q311_geels\objects\q311_eternal_cold_notes2.w2ent;q311 eternal cold notes2
;vanilla-quests-part 3;geels;;quests\part_3\quest_files\q311_geels\objects\q311_eternal_cold_notes3.w2ent;q311 eternal cold notes3
;vanilla-quests-part 3;geels;;quests\part_3\quest_files\q311_geels\objects\q311_eternal_cold_notes4.w2ent;q311 eternal cold notes4
;vanilla-quests-part 3;geels;;quests\part_3\quest_files\q311_geels\objects\q311_torch_tall_1_light.w2ent;q311 torch tall 1 light
;vanilla-quests-part 3;geels;;quests\part_3\quest_files\q311_geels\objects\q311_torch_tall.w2ent;q311 torch tall
;vanilla-quests-part 3;imlerith;;quests\part_3\quest_files\q111_imlerith\entities\q111_book_about_witches_cont.w2ent;q111 book about witches cont
;vanilla-quests-part 3;imlerith;;quests\part_3\quest_files\q111_imlerith\entities\q111_book_about_witches_ent.w2ent;q111 book about witches ent
;vanilla-quests-part 3;imlerith;;quests\part_3\quest_files\q111_imlerith\entities\q111_falka_coin.w2ent;q111 falka coin
;vanilla-quests-part 3;imlerith;;quests\part_3\quest_files\q111_imlerith\entities\q111_imlerith_body.w2ent;q111 imlerith body
;vanilla-quests-part 3;post battle;;quests\part_3\quest_files\q110_postbattle\entities\q110_puddle_app.w2ent;q110 puddle app
;vanilla-quests-part 3;post battle;;quests\part_3\quest_files\q110_postbattle\entities\q110_snow_mound_app.w2ent;q110 snow mound app
;vanilla-quests-part 3;post battle;;quests\part_3\quest_files\q110_postbattle\entities\q110_snow_mound.w2ent;q110 snow mound
;vanilla-quests-part 3;precanaris;;quests\part_3\quest_files\q210_precanaris\entities\containers\q210_avallach_lover_book.w2ent;q210 avallach lover book
;vanilla-quests-part 3;precanaris;;quests\part_3\quest_files\q210_precanaris\entities\containers\q210_solarstein_entity.w2ent;q210 solarstein entity
;vanilla-quests-part 3;precanaris;;quests\part_3\quest_files\q210_precanaris\entities\nilfgaard_fleet\q210_large_nilfgaardian_ship_b.w2ent;q210 large nilfgaardian ship b
;vanilla-quests-part 3;precanaris;;quests\part_3\quest_files\q210_precanaris\entities\nilfgaard_fleet\q210_large_nilfgaardian_ship.w2ent;q210 large nilfgaardian ship
;vanilla-quests-part 3;precanaris;;quests\part_3\quest_files\q210_precanaris\entities\nilfgaard_fleet\q210_ship_lamp.w2ent;q210 ship lamp
;vanilla-quests-part 3;precanaris;;quests\part_3\quest_files\q210_precanaris\entities\q210_avallach_lover_notes.w2ent;q210 avallach lover notes
;vanilla-quests-part 3;precanaris;;quests\part_3\quest_files\q210_precanaris\entities\q210_broken_stairs_new_b.w2ent;q210 broken stairs new b
;vanilla-quests-part 3;precanaris;;quests\part_3\quest_files\q210_precanaris\entities\q210_broken_stairs_new_c.w2ent;q210 broken stairs new c
;vanilla-quests-part 3;precanaris;;quests\part_3\quest_files\q210_precanaris\entities\q210_broken_stairs_new_d.w2ent;q210 broken stairs new d
;vanilla-quests-part 3;precanaris;;quests\part_3\quest_files\q210_precanaris\entities\q210_broken_stairs_new_e.w2ent;q210 broken stairs new e
;vanilla-quests-part 3;precanaris;;quests\part_3\quest_files\q210_precanaris\entities\q210_broken_stairs_new.w2ent;q210 broken stairs new
;vanilla-quests-part 3;precanaris;;quests\part_3\quest_files\q210_precanaris\entities\q210_elven_vault_wall.w2ent;q210 elven vault wall
;vanilla-quests-part 3;precanaris;;quests\part_3\quest_files\q210_precanaris\entities\q210_riddle_mirror.w2ent;q210 riddle mirror
;vanilla-quests-part 3;precanaris;;quests\part_3\quest_files\q210_precanaris\entities\q210_spikes_trap.w2ent;q210 spikes trap
;vanilla-quests-part 3;pregeeels;;quests\part_3\quest_files\q310_pregeels\entities\q310_backdoor_key_loot.w2ent;q310 backdoor key loot
;vanilla-quests-part 3;pregeeels;;quests\part_3\quest_files\q310_pregeels\entities\q310_broken_mechanism_cluestash.w2ent;q310 broken mechanism cluestash
;vanilla-quests-part 3;pregeeels;;quests\part_3\quest_files\q310_pregeels\entities\q310_button.w2ent;q310 button
;vanilla-quests-part 3;pregeeels;;quests\part_3\quest_files\q310_pregeels\entities\q310_cell_letters_appearance.w2ent;q310 cell letters appearance
;vanilla-quests-part 3;pregeeels;;quests\part_3\quest_files\q310_pregeels\entities\q310_cell_letters.w2ent;q310 cell letters
;vanilla-quests-part 3;pregeeels;;quests\part_3\quest_files\q310_pregeels\entities\q310_dead_explorer.w2ent;q310 dead explorer
;vanilla-quests-part 3;pregeeels;;quests\part_3\quest_files\q310_pregeels\entities\q310_initial_lever_clue.w2ent;q310 initial lever clue
;vanilla-quests-part 3;pregeeels;;quests\part_3\quest_files\q310_pregeels\entities\q310_sound_trap.w2ent;q310 sound trap
