CAT1;CAT2;CAT3;ID;Caption;duration
yennefer;;;538464;Good, I'm famished... Geralt... I cannot leave h...;5.860328
yennefer;;;538470;I know that all too well. When we lived in A...;7.186573
yennefer;;;538474;More like distracted. By me.;3.0592935
yennefer;;;538478;Geralt... We've drifted off the topic at hand....;8.167308
yennefer;;;538484;Something light. Scrambled eggs, perhaps? Or...;8.10716
yennefer;;;538489;Thanks.;0.88748485
yennefer;;;538508;Oh, decided to put in the effort... Thank you.;3.6702018
yennefer;;;538512;Later, perhaps...;1.5695356
yennefer;;;538514;Scrambled eggs, after all.;1.9526994
yennefer;;;538537;A fever. I'll break it with a spell.;2.398933
yennefer;;;538544;Thanks. Geralt...? I'm waiting.;3.5250216
yennefer;;;538549;Would you prefer to watch me eat without my ...;5.29596
yennefer;;;538557;I'd gladly trade places with any of you. If ...;3.0600426
yennefer;;;538561;Geralt... I'm exhausted, hungry and upset. In ...;8.336751
yennefer;;;539457;Terribly sorry, but why must I hear this?;2.3394322
yennefer;;;539460;I don't know, Geralt, maybe try feeding him ...;4.182744
yennefer;;;539470;Him of the daughters. My, even I'd never see...;4.7219534
yennefer;;;539554;We're not here for you to satisfy your ambit...;7.0489025
yennefer;;;539896;Look, Geralt.;1.1191226
yennefer;;;539924;It seems someone was literally just here...;3.025318
yennefer;;;539964;Wait. We've not examined the entire laborato...;3.7748575
yennefer;;;543790;What if he's not...?;1.2927321
yennefer;;;543796;No, somehow doesn't seem like Avallac'h to h...;3.5053015
yennefer;;;543819;"A-ha" what?;1.0281186
yennefer;;;543823;Sometimes you really get on my nerves, you k...;2.2303813
yennefer;;;543827;Verbena.;1.099391
yennefer;;;544423;To hear you reveal all about your experiment...;5.7317753
yennefer;;;544440;Or maybe you're just obsessed with her?;2.4482837
yennefer;;;545965;Thank you, Aen Saevherne. Va fail.;2.6709845
yennefer;;;545977;Ciri, of course.;1.4158107
yennefer;;;545981;Wouldn't count on it.;1.4706599
yennefer;;;548025;Not going with her?;0.99947166
yennefer;;;548999;Stop screaming, or I'll harm you.;2.3209991
yennefer;;;549067;Atlan Kerk's inclusion should do the trick. ...;4.2680497
yennefer;;;549087;Now, now. This is no time to get soppy.;3.38159
yennefer;;;549091;Ciri says there's a site in Skellige we must...;5.4019732
yennefer;;;549984;There'll be time to talk later. We should co...;3.2989883
yennefer;;;551432;Damn... Avallac'h's surrounded the tower with ...;4.5900803
yennefer;;;551614;Sounds promising. Let's just hope this Sunst...;6.328014
yennefer;;;551680;Meaning anywhere on any one of the Isles. Sp...;4.787507
yennefer;;;551772;We've not much time.;1.3494707
yennefer;;;551782;We must hurry.;0.9354839
yennefer;;;551804;Dismantle? No. I can make a tear, at best. B...;5.7922807
yennefer;;;551839;No. You must go alone.;2.6846628
yennefer;;;551866;I know.;0.8266611
yennefer;;;551868;Agored, teirgane agored!;3.332057
yennefer;;;551874;I'll be fine. Go.;2.611249
yennefer;;;551876;I'm fine. Now go... and give Avallac'h my hear...;7.189387
yennefer;;;552063;Now, Geralt!;1.8468544
yennefer;;;552675;Dammit... That ship's about to disintegrate!;2.8303118
yennefer;;;554268;The gate between the worlds is open.;2.0525854
yennefer;;;554524;What? I thought you knew.;2.4237757
yennefer;;;555049;Same as Eredin, I imagine. He will use her t...;4.961877
yennefer;;;555183;Geralt... Look!;1.4772644
yennefer;;;555191;Mhm. Follow me. And stay alert.;3.1645765
yennefer;;;555197;Magic anomalies of the third order.;2.1245236
yennefer;;;555201;If the tomes are to be believed, nature's la...;8.321575
yennefer;;;555591;Of whom some are below deck vomiting, while ...;4.243793
yennefer;;;556038;Not one bit.;1.1343617
yennefer;;;556108;Fringilla Vigo - we need her here.;2.4627671
yennefer;;;556140;Emhyr's mages? Of course.;2.1780856
yennefer;;;556143;It's far from resolved. The emperor pledged ...;4.8756447
yennefer;;;556239;You'll need to learn what Emhyr has planned ...;5.8643975
yennefer;;;556342;Don't panic. He'll find a way.;2.4665196
yennefer;;;556408;Grab the horse! We'll save time!;2.3579967
yennefer;;;556411;Move, Geralt! I won't wait!;2.1808574
yennefer;;;556412;Use the Axii, dammit!;1.7789732
yennefer;;;556414;I've no idea why you refused to grab that ho...;5.6683846
yennefer;;;556435;You needn't come with us.;1.4345795
yennefer;;;556473;This is not Ragh nar Roog... Not yet. The Conj...;4.790292
yennefer;;;556547;The White Frost.;1.5226679
yennefer;;;556704;Search the beach to start...?;1.9484262
yennefer;;;556708;Geralt... I did help Triss escape.;3.2031891
yennefer;;;556712;Interrogation, torture... Then death, possibly...;4.7671914
yennefer;;;556714;I'm not proud of myself, Geralt. But as it i...;5.2515907
yennefer;;;556718;Once it's over, you'll go to Kovir, live hap...;3.6217656
yennefer;;;556722;Why do the others even concern you?;2.2610905
yennefer;;;556728;No more. Please.;1.8681535
yennefer;;;557093;Sufficiently suspicious, don't you think?;2.1556256
yennefer;;;557164;Philippa, your eyesight - only just recovere...;7.313305
yennefer;;;557194;I'd forgotten how irritating she can be. Com...;3.4530675
yennefer;;;557197;We'll await you there.;1.1140729
yennefer;;;557209;I'd rather verify it now. Otherwise, I'll co...;5.697293
yennefer;;;559165;Thank you. I believe we know how to form a c...;2.8884647
yennefer;;;559191;Simple, yet with so many complexes. Not now,...;4.6347795
yennefer;;;559193;Don't worry. Simplicity has a charm all its ...;3.6565692
yennefer;;;559401;He's doing it for the same reason we all are...;2.2755454
yennefer;;;560049;Rita! Síle?!;2.3166666
yennefer;;;560582;Imlerith - was that your idea or Ciri's?;2.9537508
yennefer;;;560591;Lying didn't always come so easily to you.;2.706665
yennefer;;;560595;I was about to say... it's nice that you pro...;6.307739
yennefer;;;560599;Angry? Why? Because you supported Ciri in he...;7.5657573
yennefer;;;560602;As I thought. I'm glad you went with her.;2.9996276
yennefer;;;560606;I was actually going to recite an anthem pra...;4.5445924
yennefer;;;560615;We wouldn't be having this conversation. And...;5.879581
yennefer;;;560617;You won. No point bothering with "what ifs.";3.3365972
yennefer;;;560657;I'm afraid the situation looks grim.;2.2096589
yennefer;;;560661;Dangerous times, especially for sorceresses....;6.1165786
yennefer;;;560663;But it's neither the time nor place for this...;4.7284036
yennefer;;;560684;And I can't blame them.;1.3774121
yennefer;;;560689;I know he's the only one ever to escape from...;5.682606
yennefer;;;560695;We'll soon find out. He just walked in.;2.4051294
yennefer;;;561014;I'll generate a magic dome over the fortress...;5.049036
yennefer;;;561023;The Hunt will try to penetrate into the fort...;9.54773
yennefer;;;561032;Stay inside the keep. If they break through,...;4.83037
yennefer;;;561391;I said I'd found him, not that I'd spoken to...;3.5278084
yennefer;;;561469;You might have lost your life.;1.8029444
yennefer;;;561531;But they burn the corpses.;1.9071941
yennefer;;;561556;Know where he is?;1.0567681
yennefer;;;561572;Assuming we don't mind the company of decomp...;3.7320464
yennefer;;;561575;For half the city to hear us? I've a better ...;6.507576
yennefer;;;561664;They're allowed to drink on duty?;1.7616479
yennefer;;;561686;One last bit of advice - find a new tavern. ...;5.7887535
yennefer;;;561710;Let's meet on the Oxenfurt Bridge.;1.9200499
yennefer;;;561812;Seems Avallac'h has analyzed all the paths o...;5.544154
yennefer;;;561847;Gods... he's spent over two centuries on this....;11.875561
yennefer;;;561865;But it's here, later, that things get intere...;9.841215
yennefer;;;561882;Don't be foolish! Avallac'h never got that f...;6.370962
yennefer;;;561924;You are unique.;1.2429242
yennefer;;;561935;I don't think we'll ever know if or how deep...;4.6551247
yennefer;;;561939;Of course not.;0.9471413
yennefer;;;562127;Excellent. Yrden should work on the portals ...;13.762628
yennefer;;;562334;When I get my hands on the sons of bitches...;2.6538239
yennefer;;;562366;Hold on, you must hold on.;2.8998437
yennefer;;;562412;I can't pass through the portal with you bot...;4.2682447
yennefer;;;562483;What have they done... ? When I get my hands o...;5.236419
yennefer;;;562530;Shall we begin?;0.9829975
yennefer;;;562532;Did you arrange any help?;1.3454145
yennefer;;;562609;Here we are.;1.0178547
yennefer;;;562613;Use it once you find Rita. I'll be able to p...;4.071902
yennefer;;;562624;Mucking through ruins and sewers, hmmm, I'd ...;4.914179
yennefer;;;562629;Good luck.;0.7030616
yennefer;;;562635;Of course I'm right.;1.38
yennefer;;;562641;Hurry.;0.7141593
yennefer;;;562967;No casualties, so not bad, I suppose.;3.3910902
yennefer;;;563007;Philippa Eilhart, Margarita Laux-Antille and...;5.2801294
yennefer;;;563011;I think they'll take convincing. Would you r...;4.4547005
yennefer;;;563015;What would you have us do instead? Fight alo...;5.067059
yennefer;;;563017;No, Geralt. By some miracle we survived that...;11.874498
yennefer;;;563019;Because we don't.;1.1140877
yennefer;;;563020;Triss, I wish to leave today to find the sor...;4.6108723
yennefer;;;563086;Someone's there. Beyond the door...;2.2036114
yennefer;;;563168;That proves nothing. We must look around.;2.6027331
yennefer;;;563172;You wished to come, my dear.;1.8321291
yennefer;;;563375;What a king. Not only cruel, but naive as we...;6.8427925
yennefer;;;563616;True. Good decision.;1.9482807
yennefer;;;563643;Rita won't hurt her, but Philippa... She can b...;4.0109653
yennefer;;;563649;I'll calm down once she comes out.;2.2323565
yennefer;;;563683;True, we managed to instill some principles,...;4.8001823
yennefer;;;563693;Of course.;0.8037624
yennefer;;;563696;I'll just have a peek.;1.1138581
yennefer;;;563718;I don't trust Philippa and Rita.;1.844858
yennefer;;;563729;For the same reason you did: if they're to r...;5.869443
yennefer;;;563767;Very, very bad idea. You could harm not only...;4.9443293
yennefer;;;563787;Dammit! That's it - I can't recover any more...;4.099455
yennefer;;;563792;I'm always right. Thank you.;2.8819358
yennefer;;;563804;Pots and kettles, Geralt. You were dying to ...;4.313654
yennefer;;;563807;Mhm, which is why I can see what's happening...;2.967
yennefer;;;563846;In your dreams.;1.36798
yennefer;;;563852;Philippa pontificating. Ciri pacing wall to ...;4.120874
yennefer;;;563861;She's stopped.;0.85186917
yennefer;;;563863;She's saying something.;0.9690012
yennefer;;;563864;Philippa's turned pale!;1.2756017
yennefer;;;563903;So?;0.8129896
yennefer;;;563910;No.;0.6907439
yennefer;;;563957;Of course, when you're ready.;2.3632414
yennefer;;;564031;Foot in mouth, as usual.;1.7641488
yennefer;;;564035;Go meet Avallac'h. He wished to see you, app...;3.1114688
yennefer;;;564048;Our... beloved witcher was just demonstrating ...;6.2913647
yennefer;;;564123;She'll be fine. She's tougher than we think.;2.8698807
yennefer;;;564126;You ought to visit Avallac'h. He wished to s...;3.3271039
yennefer;;;564154;Yes, good idea.;2.2471752
yennefer;;;564197;...That we've wasted much too much time fighti...;4.613486
yennefer;;;564199;So, we decided we must try to make the most ...;6.7042623
yennefer;;;564217;You saw what happened. She could be a greate...;3.9303033
yennefer;;;564223;There's no point in fighting it. We must enj...;4.752313
yennefer;;;564227;Come by the Kingfisher this evening...;2.3678396
yennefer;;;564242;You soon will...;1.4438972
yennefer;;;564246;See you later, love.;1.604804
yennefer;;;564250;So?;0.687103
yennefer;;;564255;Us? No...;2.317874
yennefer;;;564643;We'll get into the prison.;1.5060595
yennefer;;;564654;True. Things will go more smoothly if we can...;4.331496
yennefer;;;564671;What our friend said about the guards was in...;2.6324415
yennefer;;;564676;Good idea. I'll search for the entrance to t...;3.1403363
yennefer;;;565275;What task?;1.2156254
yennefer;;;565280;It's incredible how those like you still bel...;5.10076
yennefer;;;565284;Another word and I'll--;1.83824
yennefer;;;565306;Ciri...;1.2264721
yennefer;;;565382;You can go later. We've more important thing...;3.21669
yennefer;;;565390;I'll talk to her. You're liable to spill.;2.83317
yennefer;;;565465;I can.;0.9185723
yennefer;;;565651;Ciri, Skjall is dead.;2.9008906
yennefer;;;565659;Skjall died later.;1.3638741
yennefer;;;565716;I was there. I saw his body.;2.3247297
yennefer;;;566083;Perhaps you should talk to him after all.;2.082318
yennefer;;;566087;And later? Don't count your father out just ...;6.2764163
yennefer;;;566091;Actually, of all people, I believe you can t...;5.731609
yennefer;;;566095;Something to get used to.;1.5905758
yennefer;;;566182;How can you know?;1.1585302
yennefer;;;569338;Ugh. Best run and get him.;2.2544296
yennefer;;;569344;Run, he's getting away!;1.5803866
yennefer;;;570855;Nevid, cyvir!;1.7780458
yennefer;;;570857;No... no, I won't let you!;3.3109493
yennefer;;;570859;Geralt! Yellow flask! In my satchel!;3.0671933
yennefer;;;570865;Nevid, cyvir! Coalle, coalle caniatad!;3.1335104
yennefer;;;572685;They failed to find a way to leave Novigrad,...;5.3472934
yennefer;;;575167;I've made an agreement with the emperor. In ...;9.686346
yennefer;;;577145;It wasn't meant to amuse, but to prod you to...;4.579126
yennefer;;;577155;Mmh. See you later.;2.1706946
yennefer;;;577169;Go, before Vesemir bores her to death with t...;3.160004
yennefer;;;577389;Quiet! Here she comes.;1.3990887
yennefer;;;578399;Isn't there something you ought to be doing?;2.4421098
yennefer;;;578620;Not now. Ciri awaits.;2.2767189
yennefer;;;579016;You were supposed to be somewhere.;1.9043844
yennefer;;;579030;Where will you meet?;1.106383
yennefer;;;579390;Actually, some did teach her.;1.6589276
yennefer;;;579393;I'll gladly argue with you about this - some...;3.6729186
yennefer;;;580390;I was provoked.;1.2743846
yennefer;;;580392;Amos var Ypsis, a specialist on djinns - hea...;10.996326
yennefer;;;580520;Just once you might try to take the initiati...;2.8126569
yennefer;;;580584;Geralt, over here.;1.4615198
yennefer;;;580665;Mind if I take the helm?;1.5595767
yennefer;;;580682;Getting in or not?;1.3124082
yennefer;;;580683;Geralt, how long must I wait? Are you ready ...;3.2566042
yennefer;;;581064;Haha. How lucky your 'exorcism' saved it. It...;5.6974373
yennefer;;;581187;There's something here... On the bottom.;2.0582304
yennefer;;;581195;How's it going?;1.0312006
yennefer;;;581329;Not the right ship. Come back up.;2.1328526
yennefer;;;581331;How's your bath? Water warm enough for you?;3.2948816
yennefer;;;581333;Sea water wreaks havoc on my complexion.;2.6674013
yennefer;;;581900;I can use it to locate the other half. To wi...;3.791599
yennefer;;;581901;Stop whining. One, two...;3.7312446
yennefer;;;582154;But you already know. A djinn's power is pri...;4.666349
yennefer;;;582348;That I don't know... But I shall take it up wi...;3.1705966
yennefer;;;582395;It's clearly in our nature.;1.8240172
yennefer;;;582876;He didn't necessarily. Djinns are inherently...;6.6461744
yennefer;;;583137;Summon and tame the djinn. It's not likely t...;4.5897517
yennefer;;;584241;It's true.;1.1446323
yennefer;;;584243;Help protect Ciri from the Wild Hunt, and th...;4.367841
yennefer;;;584252;You can.;0.95782006
yennefer;;;584294;Provided they help us defend Ciri.;2.245711
yennefer;;;584298;If you can't believe it, don't. I don't need...;2.9511704
yennefer;;;584356;Perhaps because she sits in the emperor's du...;4.1292396
yennefer;;;584358;At least that's what Rita implied.;1.7891723
yennefer;;;584362;She spoke to Fringilla before they imprisone...;6.819815
yennefer;;;584363;I don't like it. That was not our deal. When...;6.1997485
yennefer;;;584365;Come, they're all waiting for us.;2.0299115
yennefer;;;584408;No one's heard from her since.;1.5605137
yennefer;;;587147;Well, I'm due to appear in Vizima.;2.630034
yennefer;;;587199;You must weaken him while I draw him into th...;2.8817399
yennefer;;;587203;Just a bit more! I can feel his strength wan...;3.5067005
yennefer;;;587305;I'd lost hope that you'd appear.;2.4085295
yennefer;;;587314;...just got exactly what you deserve.;2.7089386
yennefer;;;587957;Nothing.;0.765369
yennefer;;;587962;Good idea. Get some sleep.;1.8291556
yennefer;;;587969;Geralt... Geralt, wake up.;3.127561
yennefer;;;589780;You'd best take that back.;1.7379938
yennefer;;;589857;A megascope crystal? Damn, it's cracked... but...;5.8566484
yennefer;;;589989;It's a weapon.;0.9849322
yennefer;;;589991;It's as you said - I've changed my style.;2.7513964
yennefer;;;590118;Why?;0.84102494
yennefer;;;590122;Oh, so the legendary monster hunter turns ma...;5.248775
yennefer;;;591003;It cannot fall into Radovid's hands, not und...;5.802899
yennefer;;;591009;Yes, and later Philippa said something about...;4.5588455
yennefer;;;591016;It would be reckless, but not impossible. Th...;7.3883014
yennefer;;;591018;Till now only Vilgefortz has ever managed. I...;7.7400055
yennefer;;;591028;I've little doubt Philippa means to revive t...;3.7687135
yennefer;;;591035;I'd never agree to rejoin. Philippa believes...;8.672603
yennefer;;;591036;Besides, the moment's inopportune. Reviving ...;11.017276
yennefer;;;591050;You're making an error. But it is your decis...;3.0090933
yennefer;;;591604;Look around, but be careful. Look for someth...;5.476199
yennefer;;;592611;Something strange about those rocks...;2.126114
yennefer;;;592612;It's too deep here. You can't dive that long...;2.4294548
yennefer;;;592614;On the contrary. After all, I asked you for ...;2.9340057
yennefer;;;592615;Ready. Careful down there.;2.132322
yennefer;;;592617;I must see it.;1.1610929
yennefer;;;592618;No, I shall cast another spell. To see throu...;4.3603845
yennefer;;;592619;That is no meteorite crater...;2.6963303
yennefer;;;592620;I believe we're on the right track. Look for...;4.1765594
yennefer;;;592622;What?;0.69204396
yennefer;;;592636;Amos was no pauper. It could very well be hi...;3.4083276
yennefer;;;593443;What do you have?;1.1222887
yennefer;;;593451;Radhee vulten imho adenn!;2.8037143
yennefer;;;593452;Radhee vulten imho adenn!;3.0460825
yennefer;;;1002979;Splendid. We finally got the chance to talk.;3.085675
yennefer;;;1002983;Everything but you. Geralt of Rivia's no lon...;5.7307243
yennefer;;;1002987;At times... I'm amazed we survived. Eredin's n...;6.7837343
yennefer;;;1003087;Ah yes, your famous amnesia...;3.6742706
yennefer;;;1003089;For a short time only. Once the emperor's ma...;6.085524
yennefer;;;1003118;Even if they did, I've no memory of it. The ...;14.012832
yennefer;;;1003119;Though I do remember you coming for me, trad...;6.735044
yennefer;;;1003212;The same thing he wanted from you. You don't...;3.3092191
yennefer;;;1003214;We were bait, Geralt. Both of us. Eredin bel...;6.672775
yennefer;;;1003215;Fortunately, she didn't fall for it.;2.2219307
yennefer;;;1003217;One day, the door of my cell opened, and ins...;6.9333334
yennefer;;;1003218;He promised to release me and grant me free ...;6.632227
yennefer;;;1003220;I knew I had to find Ciri before Eredin did....;7.499415
yennefer;;;1003222;I assumed you would recover quickly and find...;3.0584803
yennefer;;;1003224;Well, not entirely... Besides, I knew you'd fl...;13.044263
yennefer;;;1003251;Shared aims make for strange bedfellows.;3.0245965
yennefer;;;1003252;Besides, once all's said and done, he is her...;4.3377533
yennefer;;;1003253;And there were your witcher mutations - I ex...;5.371021
yennefer;;;1003359;What?;0.644888
yennefer;;;1005717;Get rid of them!;1.1610086
yennefer;;;1005814;Don't you dare disembark before disposing of...;3.7410617
yennefer;;;1006193;I asked some of the local folk. Some here st...;3.1934006
yennefer;;;1006199;The locals say they last saw his ship off th...;6.0669336
yennefer;;;1006203;Not necessarily. I must learn what became of...;3.0348027
yennefer;;;1006207;No. It's not the mage who interests me - it'...;4.1621366
yennefer;;;1006210;I remember. But the advantages outweigh the ...;10.538753
yennefer;;;1006491;The locals say they last saw Amos' ship off ...;6.4379287
yennefer;;;1006495;Not necessarily. But even if it is so, I'll ...;7.107076
yennefer;;;1006499;You must help me find this djinn.;2.2389987
yennefer;;;1006514;I've no gold to offer in reward... but I shall...;5.0864153
yennefer;;;1006517;Thank you. A boat awaits in the harbor. Come...;3.0429542
yennefer;;;1006542;His books strongly suggest he did. He descri...;5.983991
yennefer;;;1006544;Perhaps he had none left. Or something unexp...;3.3098938
yennefer;;;1006619;It would depend on the situation.;1.9521505
yennefer;;;1006691;The ship carrying the djinn sank somewhere i...;3.383766
yennefer;;;1006695;I'll cast a spell on our boat. We'll know if...;4.9098234
yennefer;;;1006715;We managed to seize one before. Do you remem...;2.911497
yennefer;;;1006756;Time to check the bottom.;1.4573598
yennefer;;;1006772;Strictly speaking, I'm not reading your mind...;3.5815423
yennefer;;;1006774;Besides, you've nothing to hide, right?;2.8856263
yennefer;;;1006778;See anything interesting?;1.428335
yennefer;;;1006787;Find anything?;1.0691608
yennefer;;;1006797;Just find the wreck.;1.4043754
yennefer;;;1006818;A death worthy of a Skelliger.;1.9104415
yennefer;;;1006876;Can you open it?;1.0838299
yennefer;;;1006948;You're getting better at this.;1.6334294
yennefer;;;1007174;He's stronger than I thought!;2.2118993
yennefer;;;1007175;Dammit it all!;1.4388233
yennefer;;;1007197;Step back a bit.;1.1284415
yennefer;;;1007214;Yes. It's all over.;2.9339898
yennefer;;;1007231;Why?;0.61670035
yennefer;;;1007278;Right. Fine. Good. Glad we've got that over ...;6.1206336
yennefer;;;1007279;Naught left for us here, let's go.;2.2834547
yennefer;;;1007281;Not so fast, Geralt. We'll have plenty of ti...;5.3488116
yennefer;;;1007780;No, it wouldn't attack its master. This look...;4.878634
yennefer;;;1007900;Something's here. Another wreck.;1.9446961
yennefer;;;1007944;Geralt, sirens!;1.3781021
yennefer;;;1007994;The most I can hope to accomplish on my own ...;4.2121496
yennefer;;;1007998;If that's how you wish to be, I shall travel...;6.0970397
yennefer;;;1008026;Here's hoping you're just as good at searchi...;3.283932
yennefer;;;1008033;I prefer to observe matters from up here, mo...;3.505729
yennefer;;;1008038;Donar's clan.;1.1005336
yennefer;;;1008043;What do you have?;0.95933104
yennefer;;;1008054;I hope to find the djinn. Try to open it.;2.9432886
yennefer;;;1008060;Have you found the djinn?;1.2913675
yennefer;;;1008094;I'll cast a spell. It will slow your heart f...;4.918176
yennefer;;;1008140;See something?;0.99037904
yennefer;;;1008186;Eys'u failte beydem aen eich'te llyvaid.;4.4652452
yennefer;;;1008221;The effect of teleportation. A powerful forc...;9.0151205
yennefer;;;1008260;That'll do. Come back up.;1.6757008
yennefer;;;1008314;Exactly. Ready? I'll take us there on the co...;3.2720897
yennefer;;;1008360;...Three.;0.8975826
yennefer;;;1008364;I did.;0.65766007
yennefer;;;1008366;Look. We must search the area.;1.8975533
yennefer;;;1008416;You needn't resort to blackmail. You would'v...;4.1091976
yennefer;;;1008422;You're right. It's important... Even very impo...;4.2169485
yennefer;;;1008423;Ahh... How long has this been going on, Geralt...;7.220005
yennefer;;;1008424;We repeatedly split up, then return to one a...;10.663748
yennefer;;;1008427;You asked that djinn to bind us together for...;5.7567863
yennefer;;;1008443;To see what it's like without it. To see if ...;7.778392
yennefer;;;1008454;I want to know, if when the djinn's magic is...;5.13742
yennefer;;;1008460;You see? We're just a step away from learnin...;3.4491515
yennefer;;;1008464;I'm afraid you no longer have a choice.;2.2707648
yennefer;;;1008466;Come, let's search the ship.;1.6792884
yennefer;;;1008480;I've yet to decide how to word it.;1.9765413
yennefer;;;1008533;It's Amos. Looks exactly like the etching in...;6.4041543
yennefer;;;1008539;When the storm broke, Amos must've uttered a...;9.599094
yennefer;;;1008540;They had a hard landing, Amos was thrown off...;5.6165524
yennefer;;;1008609;Bravo. Come to the deck, I've an idea.;2.8705575
yennefer;;;1008908;Got you!;0.98710865
yennefer;;;1008910;Your master died before uttering his last wi...;5.20036
yennefer;;;1008912;We can struggle like this for eternity, or I...;6.916366
yennefer;;;1008916;Do you see the spell that binds us?;2.6969283
yennefer;;;1008920;Only a djinn can remove another djinn's spel...;7.006011
yennefer;;;1008930;Then we'd never have learned the truth... Whet...;5.2064323
yennefer;;;1008940;Hmm... I expected... I don't know what I expecte...;6.2851176
yennefer;;;1008942;I thought... you'd become a stranger to me... Th...;5.598532
yennefer;;;1008945;But it's not like that at all. Nothing's cha...;3.8313544
yennefer;;;1009012;A horse would never make it down that mounta...;2.764659
yennefer;;;1009046;It shan't take long.;1.4395828
yennefer;;;1009054;I shall join you as quickly as I can.;2.2336028
yennefer;;;1009060;I shall join you as quickly as I can. Farewe...;3.0210438
yennefer;;;1009129;I'll see you again soon.;1.6420624
yennefer;;;1009131;I'm off. See you, witcher... Somewhere on the ...;4.358298
yennefer;;;1009242;Before you do, there's one thing... It's impor...;4.3235197
yennefer;;;1009246;Let's meet in Larvik, at the warriors' hall....;4.453406
yennefer;;;1010368;Good luck.;0.798164
yennefer;;;1010372;I shall join you as soon as I can.;1.9656075
yennefer;;;1010650;But didn't finish.;1.3683125
yennefer;;;1010656;I'm touched by your certainty. But you've ye...;5.639122
yennefer;;;1013871;You should've studied foreign languages.;2.138824
yennefer;;;1013875;Of course. Your last wish effectively assure...;3.5051394
yennefer;;;1017244;No.;0.6536264
yennefer;;;1017259;And as for your missteps - I don't rightly s...;5.0355372
yennefer;;;1017262;"Careful what you wish for." And when your w...;6.9345837
yennefer;;;1017444;I remember... Though I found myself admiring w...;4.4316154
yennefer;;;1017542;Wherever the leads take us.;1.6846101
yennefer;;;1017544;Esad eich crydae rhythaun!;3.0662212
yennefer;;;1017586;You are free!;1.8883967
yennefer;;;1017722;I'm not. But we can sit.;2.2593546
yennefer;;;1017738;I told you, I'm fine.;1.6597939
yennefer;;;1017775;Hmh! No comparison, I'm afraid. Half of Rind...;6.9904413
yennefer;;;1017794;Come back, then. We must search elsewhere.;2.6658292
yennefer;;;1017806;Yes, we make a good team.;2.4961703
yennefer;;;1018034;Cáemm d'jinn, vryff cais'te aem gyhar!;3.5563052
yennefer;;;1018036;Cais'te aet disgleir! Gveryd me cassel!;3.99761
yennefer;;;1018224;Thank you for coming, Geralt. I'd have had a...;4.601632
yennefer;;;1018232;Mhm... perhaps that will change now.;2.8908544
yennefer;;;1018380;Truly?;0.87126964
yennefer;;;1018382;But... how is that possible? I still feel the ...;6.362031
yennefer;;;1018400;We should get back.;1.1399975
yennefer;;;1018403;I'll take us to Kaer Trolde.;1.5840054
yennefer;;;1018417;It was, in a way. Besides... once you say "I l...;6.3396077
yennefer;;;1018453;But... I doubt the world will end if we sit he...;3.0788069
yennefer;;;1018456;Ahh... My, it's lovely.;2.519835
yennefer;;;1018463;That depends what you mean... We must find Cir...;4.568467
yennefer;;;1018607;Please, Geralt. There's nothing left to say.;2.3257744
yennefer;;;1018609;...was very nice. Let's not ruin it by hashing...;3.7229636
yennefer;;;1022540;And I love you.;1.2167616
yennefer;;;1022545;It can't all be sweetness and light.;2.3048072
yennefer;;;1031410;Come now, we need none of that. Fringilla, w...;3.5173242
yennefer;;;1034413;I know. You also dislike underdone meat and ...;8.1796055
yennefer;;;1037506;Quite a few years since I was last on Hindar...;5.65129
yennefer;;;1040694;Taste this!;1.4797071
yennefer;;;1041477;This is no time for stunts.;2.4045818
yennefer;;;1041479;Stop it.;1.000388
yennefer;;;1041482;I learned this at Brenna!;2.0754693
yennefer;;;1041484;Aaagghhh!;1.7514019
yennefer;;;1041486;That's that!;1.5411693
yennefer;;;1041488;You crossed the wrong sorceress.;2.836392
yennefer;;;1041493;You'd best yield now!;1.9950279
yennefer;;;1041495;There'll be nothing to pick up when I'm done...;3.4358506
yennefer;;;1041497;Ygghh!;0.8560522
yennefer;;;1041499;What's this?;0.93849236
yennefer;;;1041501;Geralt, look.;1.0458765
yennefer;;;1042638;He doesn't seem happy to see us.;2.3842678
yennefer;;;1043838;Geralt!;0.8953229
yennefer;;;1046843;Excuses, excuses... You've not changed a bit.;5.4370766
yennefer;;;1046907;Sadly, we cannot. Someone awaits you, Geralt...;6.5077386
yennefer;;;1046909;Emperor Emhyr var Emreis... or, to those on mo...;8.952284
yennefer;;;1046913;Well, now he wishes to make you an offer.;3.3598654
yennefer;;;1046917;I didn't. Though I could have.;2.2670093
yennefer;;;1046978;A tempting proposition. Sadly, I must say no...;3.8022242
yennefer;;;1046980;You see, someone awaits you in Vizima. Someo...;5.647948
yennefer;;;1046987;The emperor of Nilfgaard, lord of Metinna, E...;8.832065
yennefer;;;1046993;The sooner we set off, the sooner you'll fin...;2.5177174
yennefer;;;1047003;How's your horse? Swift?;1.9522887
yennefer;;;1047007;I'd like to be back behind some thick city w...;4.1828294
yennefer;;;1047264;Geralt! That tunic - you look positively sma...;3.6193383
yennefer;;;1047361;Now do you understand why I'm at Emhyr's cou...;2.5633137
yennefer;;;1047368;Look - that's more or less what she looks li...;9.464589
yennefer;;;1047375;Geralt, don't twist my words.;2.6628215
yennefer;;;1047418;I know who Emhyr is. He started this war and...;16.05883
yennefer;;;1047422;It's been years since you trained together a...;3.0255997
