default;type;cat1;cat2;cat3;animid;caption;posename;emotional state;status
;0;misc loop animations;woman;dialogs;woman_greeting_hand_gesture_loop_7;woman greeting hand gesture loop 7;;;
;0;misc loop animations;woman;praying;sit_mw_praying_ground_jt_loop_01;sit mw praying ground jt loop 01;;;
;0;misc loop animations;woman;praying;sit_mw_praying_ground_jt_loop_03;sit mw praying ground jt loop 03;;;
;0;misc loop animations;woman;praying;sit_mw_praying_ground_jt_loop_04;sit mw praying ground jt loop 04;;;
;0;misc loop animations;woman;scared;scared_loop;scared loop;;;
;0;misc loop animations;woman;scared;scared_loop_3;scared loop 3;;;
;0;misc loop animations;woman;scared;scared_sit_loop;scared sit loop;;;
;0;misc loop animations;woman;scared;scared_sit_loop_1;scared sit loop 1;;;
;0;misc loop animations;woman;scared;scared_sit_loop_2;scared sit loop 2;;;
;0;misc loop animations;woman;sitting;woman_sit_being_captive_loop_1;woman sit being captive loop 1;;;
;0;misc loop animations;woman;sitting;woman_sit_being_captive_loop_2;woman sit being captive loop 2;;;
;0;misc loop animations;woman;sitting;woman_sit_being_captive_loop_3;woman sit being captive loop 3;;;
;0;misc loop animations;woman;sitting;woman_sit_drunk_loop_1;woman sit drunk loop 1;;;
;0;misc loop animations;woman;sitting;woman_sit_drunk_loop_2;woman sit drunk loop 2;;;
;0;misc loop animations;woman;sitting;woman_sit_hopeless_loop_01;woman sit hopeless loop 01;;;
;0;misc loop animations;woman;sitting;woman_sit_hopeless_loop_02;woman sit hopeless loop 02;;;
;0;misc loop animations;woman;sitting;woman_sit_hopeless_loop_03;woman sit hopeless loop 03;;;
;0;misc loop animations;woman;sitting;woman_sit_sleeping_loop_01;woman sit sleeping loop 01;;;
;0;misc loop animations;woman;sitting;woman_sit_sleeping_loop_02;woman sit sleeping loop 02;;;
;0;misc loop animations;woman;sitting;woman_sit_sleeping_loop_02_dress;woman sit sleeping loop 02 dress;;;
;0;misc loop animations;woman;sitting;woman_sit_sleeping_loop_03;woman sit sleeping loop 03;;;
;0;misc loop animations;woman;sitting;woman_sit_sleeping_loop_03_dress;woman sit sleeping loop 03 dress;;;
;0;misc loop animations;woman;sitting;woman_sit_warming_up_loop_01;woman sit warming up loop 01;;;
;0;misc loop animations;woman;sitting;woman_sit_warming_up_loop_02;woman sit warming up loop 02;;;
;0;misc loop animations;woman;sitting;woman_sit_warming_up_loop_03;woman sit warming up loop 03;;;
;0;misc loop animations;woman;sitting;woman_work_sit_brushing_hair_loop;woman work sit brushing hair loop;;;
;0;misc loop animations;woman;sitting;woman_work_sit_drinking_loop_01;woman work sit drinking loop 01;;;
;0;misc loop animations;woman;sitting;woman_work_sit_drinking_loop_02;woman work sit drinking loop 02;;;
;0;misc loop animations;woman;sitting;woman_work_sit_eating_cheese_loop_02;woman work sit eating cheese loop 02;;;
;0;misc loop animations;woman;sitting;woman_work_sit_eating_chicken_loop_01;woman work sit eating chicken loop 01;;;
;0;misc loop animations;woman;sitting;woman_work_sit_eating_cutlery_loop_03;woman work sit eating cutlery loop 03;;;
;0;misc loop animations;woman;sitting;woman_work_sit_sauna_loop_01;woman work sit sauna loop 01;;;
;0;misc loop animations;woman;sitting;woman_work_sit_sauna_loop_02;woman work sit sauna loop 02;;;
;0;misc loop animations;woman;sitting;woman_work_sit_table_eat_loop;woman work sit table eat loop;;;
;0;misc loop animations;woman;sitting;woman_work_sit_weaving_loop_01;woman work sit weaving loop 01;;;
;0;misc loop animations;woman;sitting;woman_work_sit_weaving_loop_02;woman work sit weaving loop 02;;;
;0;misc loop animations;woman;sitting;woman_work_sit_weaving_loop_03;woman work sit weaving loop 03;;;
;0;misc loop animations;woman;sitting;woman_work_sitting_bath_loop_01;woman work sitting bath loop 01;;;
;0;misc loop animations;woman;sitting;woman_work_sitting_bath_loop_02;woman work sitting bath loop 02;;;
;0;misc loop animations;woman;sitting;woman_work_sitting_bath_loop_03;woman work sitting bath loop 03;;;
;0;misc loop animations;woman;sitting;woman_work_sitting_on_ground_loop;woman work sitting on ground loop;;;
;0;misc loop animations;woman;sitting;woman_work_sitting_reading_book_loop_02;woman work sitting reading book loop 02;;;
;0;misc loop animations;woman;sitting;woman_work_sitting_reading_book_loop_03;woman work sitting reading book loop 03;;;
;0;misc loop animations;woman;sitting;woman_work_sitting_reading_book_loop_04;woman work sitting reading book loop 04;;;
;0;misc loop animations;woman;skating;ice_skating_attack_02_loop_l;ice skating attack 02 loop l;;;
;0;misc loop animations;woman;skating;ice_skating_attack_02_loop_r;ice skating attack 02 loop r;;;
;0;misc loop animations;woman;skating;ice_skating_attack_loop_l;ice skating attack loop l;;;
;0;misc loop animations;woman;skating;ice_skating_attack_loop_l_turn_l;ice skating attack loop l turn l;;;
;0;misc loop animations;woman;skating;ice_skating_attack_loop_l_turn_r;ice skating attack loop l turn r;;;
;0;misc loop animations;woman;skating;ice_skating_attack_loop_r;ice skating attack loop r;;;
;0;misc loop animations;woman;skating;ice_skating_attack_loop_r_turn_l;ice skating attack loop r turn l;;;
;0;misc loop animations;woman;skating;ice_skating_attack_loop_r_turn_r;ice skating attack loop r turn r;;;
;0;misc loop animations;woman;skating;ice_skating_drift_loop_left;ice skating drift loop left;;;
;0;misc loop animations;woman;skating;ice_skating_drift_loop_right;ice skating drift loop right;;;
;0;misc loop animations;woman;skating;ice_skating_drift_sword_loop_left;ice skating drift sword loop left;;;
;0;misc loop animations;woman;skating;ice_skating_drift_sword_loop_right;ice skating drift sword loop right;;;
;0;misc loop animations;woman;skating;ice_skating_loop_move_f;ice skating loop move f;;;
;0;misc loop animations;woman;skating;ice_skating_loop_move_f_turn_l;ice skating loop move f turn l;;;
;0;misc loop animations;woman;skating;ice_skating_loop_move_f_turn_r;ice skating loop move f turn r;;;
;0;misc loop animations;woman;skating;ice_skating_stop_loop;ice skating stop loop;;;
;0;misc loop animations;woman;sleeping;woman_sleep_on_bed_lf_loop;woman sleep on bed lf loop;;;
;0;misc loop animations;woman;sleeping;woman_sleep_on_bed_lf_loop2;woman sleep on bed lf loop2;;;
;0;misc loop animations;woman;sleeping;woman_sleep_on_bed_rf_loop;woman sleep on bed rf loop;;;
;0;misc loop animations;woman;sleeping;woman_sleep_on_bed_rf_loop2;woman sleep on bed rf loop2;;;
;0;misc loop animations;woman;sleeping;woman_work_sleep_bed_l_loop_01;woman work sleep bed l loop 01;;;
;0;misc loop animations;woman;sleeping;woman_work_sleep_bed_l_loop_01_to_end;woman work sleep bed l loop 01 to end;;;
;0;misc loop animations;woman;sleeping;woman_work_sleep_bed_l_loop_01_to_loop_02;woman work sleep bed l loop 01 to loop 02;;;
;0;misc loop animations;woman;sleeping;woman_work_sleep_bed_l_loop_02_01;woman work sleep bed l loop 02 01;;;
;0;misc loop animations;woman;sleeping;woman_work_sleep_bed_l_loop_02_02;woman work sleep bed l loop 02 02;;;
;0;misc loop animations;woman;sleeping;woman_work_sleep_bed_l_loop_02_to_loop_01;woman work sleep bed l loop 02 to loop 01;;;
;0;misc loop animations;woman;sleeping;woman_work_sleep_bed_l_start_to_loop_01;woman work sleep bed l start to loop 01;;;
;0;misc loop animations;woman;sleeping;woman_work_sleep_bed_r_loop_01;woman work sleep bed r loop 01;;;
;0;misc loop animations;woman;sleeping;woman_work_sleep_bed_r_loop_01_to_end;woman work sleep bed r loop 01 to end;;;
;0;misc loop animations;woman;sleeping;woman_work_sleep_bed_r_loop_01_to_loop_02;woman work sleep bed r loop 01 to loop 02;;;
;0;misc loop animations;woman;sleeping;woman_work_sleep_bed_r_loop_02_01;woman work sleep bed r loop 02 01;;;
;0;misc loop animations;woman;sleeping;woman_work_sleep_bed_r_loop_02_02;woman work sleep bed r loop 02 02;;;
;0;misc loop animations;woman;sleeping;woman_work_sleep_bed_r_loop_02_to_loop_01;woman work sleep bed r loop 02 to loop 01;;;
;0;misc loop animations;woman;sleeping;woman_work_sleep_bed_r_start_to_loop_01;woman work sleep bed r start to loop 01;;;
;0;misc loop animations;woman;sword;man_geralt_ragdoll_loop;man geralt ragdoll loop;;;
;0;misc loop animations;woman;sword;man_geralt_sword_hit_birds_loop_lp;man geralt sword hit birds loop lp;;;
;0;misc loop animations;woman;sword;man_geralt_sword_hit_birds_loop_rp;man geralt sword hit birds loop rp;;;
;0;misc loop animations;woman;sword;man_geralt_sword_parry_fail_loop_lp;man geralt sword parry fail loop lp;;;
;0;misc loop animations;woman;sword;man_geralt_sword_parry_fail_loop_rp;man geralt sword parry fail loop rp;;;
;0;misc loop animations;woman;sword;woman_ciri_sword_special_blink_attack_loop;woman ciri sword special blink attack loop;;;
;0;misc loop animations;woman;working;lean_mw_fence_on_arms_jt_start_loop_01;lean mw fence on arms jt start loop 01;;;
;0;misc loop animations;woman;working;lean_mw_fence_on_arms_jt_start_loop_02;lean mw fence on arms jt start loop 02;;;
;0;misc loop animations;woman;working;lean_mw_fence_on_arms_jt_start_loop_03;lean mw fence on arms jt start loop 03;;;
;0;misc loop animations;woman;working;lean_mw_fence_on_arms_jt_start_loop_04;lean mw fence on arms jt start loop 04;;;
;0;misc loop animations;woman;working;sit_loudly_dining_jt_loop_01;sit loudly dining jt loop 01;;;
;0;misc loop animations;woman;working;sit_loudly_dining_jt_loop_01_rh;sit loudly dining jt loop 01 rh;;;
;0;misc loop animations;woman;working;sit_loudly_dining_jt_loop_02;sit loudly dining jt loop 02;;;
;0;misc loop animations;woman;working;sit_loudly_dining_jt_loop_03;sit loudly dining jt loop 03;;;
;0;misc loop animations;woman;working;sit_loudly_dining_jt_loop_04;sit loudly dining jt loop 04;;;
;0;misc loop animations;woman;working;sit_mwd_bench_jt_loop_01;sit mwd bench jt loop 01;;;
;0;misc loop animations;woman;working;sit_mwd_bench_jt_loop_02;sit mwd bench jt loop 02;;;
;0;misc loop animations;woman;working;sit_mwdc_ground_sleep_leaning_wall_loop_01;sit mwdc ground sleep leaning wall loop 01;;;
;0;misc loop animations;woman;working;stand_mw_brushing_horse_jt_loop_01;stand mw brushing horse jt loop 01;;;
;0;misc loop animations;woman;working;stand_mw_chopping_vegetables_jt_loop_01;stand mw chopping vegetables jt loop 01;;;
;0;misc loop animations;woman;working;stand_mw_chopping_vegetables_jt_loop_02;stand mw chopping vegetables jt loop 02;;;
;0;misc loop animations;woman;working;stand_mw_chopping_vegetables_jt_loop_03;stand mw chopping vegetables jt loop 03;;;
;0;misc loop animations;woman;working;stand_mw_field_scythe_jt_loop_01;stand mw field scythe jt loop 01;;;
;0;misc loop animations;woman;working;stand_mw_field_scythe_jt_loop_02;stand mw field scythe jt loop 02;;;
;0;misc loop animations;woman;working;stand_mw_field_scythe_jt_loop_03;stand mw field scythe jt loop 03;;;
;0;misc loop animations;woman;working;stand_mw_field_scythe_jt_loop_04;stand mw field scythe jt loop 04;;;
;0;misc loop animations;woman;working;stand_mw_field_scythe_jt_loop_05;stand mw field scythe jt loop 05;;;
;0;misc loop animations;woman;working;stand_mw_music_fiddle_jt_loop_01;stand mw music fiddle jt loop 01;;;
;0;misc loop animations;woman;working;stand_mw_music_fiddle_jt_loop_02;stand mw music fiddle jt loop 02;;;
;0;misc loop animations;woman;working;stand_mw_music_fiddle_jt_loop_03;stand mw music fiddle jt loop 03;;;
;0;misc loop animations;woman;working;stand_mw_music_fiddle_jt_loop_04;stand mw music fiddle jt loop 04;;;
;0;misc loop animations;woman;working;stand_mw_music_flute_jt_loop_01;stand mw music flute jt loop 01;;;
;0;misc loop animations;woman;working;stand_mw_music_flute_jt_loop_02;stand mw music flute jt loop 02;;;
;0;misc loop animations;woman;working;stand_mw_music_flute_jt_loop_03;stand mw music flute jt loop 03;;;
;0;misc loop animations;woman;working;stand_mw_music_flute_jt_loop_04;stand mw music flute jt loop 04;;;
;0;misc loop animations;woman;working;stand_mw_music_flute_jt_loop_05;stand mw music flute jt loop 05;;;
;0;misc loop animations;woman;working;stand_mw_search_with_stick_jt_loop_01;stand mw search with stick jt loop 01;;;
;0;misc loop animations;woman;working;stand_mw_search_with_stick_jt_loop_02;stand mw search with stick jt loop 02;;;
;0;misc loop animations;woman;working;stand_mw_search_with_stick_jt_loop_03;stand mw search with stick jt loop 03;;;
;0;misc loop animations;woman;working;stand_mw_training_sword_jt_loop_01;stand mw training sword jt loop 01;;;
;0;misc loop animations;woman;working;stand_mw_training_sword_jt_loop_02;stand mw training sword jt loop 02;;;
;0;misc loop animations;woman;working;stand_mwd_farmer_hoe_jt_loop_01;stand mwd farmer hoe jt loop 01;;;
;0;misc loop animations;woman;working;stand_mwd_farmer_hoe_jt_loop_02;stand mwd farmer hoe jt loop 02;;;
;0;misc loop animations;woman;working;stand_mwd_farmer_hoe_jt_loop_03;stand mwd farmer hoe jt loop 03;;;
;0;misc loop animations;woman;working;stand_mwd_picking_herbs_jt_loop_01;stand mwd picking herbs jt loop 01;;;
;0;misc loop animations;woman;working;stand_mwd_picking_herbs_jt_loop_02;stand mwd picking herbs jt loop 02;;;
;0;misc loop animations;woman;working;stand_mwd_picking_herbs_jt_loop_03;stand mwd picking herbs jt loop 03;;;
;0;misc loop animations;woman;working;stand_mwdc_scratching_jt_loop_01;stand mwdc scratching jt loop 01;;;
;0;misc loop animations;woman;working;stand_mwdc_scratching_jt_loop_02;stand mwdc scratching jt loop 02;;;
;0;misc loop animations;woman;working;stand_mwdc_scratching_jt_loop_03;stand mwdc scratching jt loop 03;;;
;0;misc loop animations;woman;working;stand_mwdc_scratching_jt_loop_04;stand mwdc scratching jt loop 04;;;
;0;misc loop animations;woman;working;woman_adjusting_clothes_loop_1;woman adjusting clothes loop 1;;;
;0;misc loop animations;woman;working;woman_adjusting_clothes_loop_2;woman adjusting clothes loop 2;;;
;0;misc loop animations;woman;working;woman_adjusting_clothes_loop_3;woman adjusting clothes loop 3;;;
;0;misc loop animations;woman;working;woman_adjusting_clothes_loop_4;woman adjusting clothes loop 4;;;
;0;misc loop animations;woman;working;woman_audience_theatre_loop_1;woman audience theatre loop 1;;;
;0;misc loop animations;woman;working;woman_audience_theatre_loop_2;woman audience theatre loop 2;;;
;0;misc loop animations;woman;working;woman_audience_theatre_loop_3;woman audience theatre loop 3;;;
;0;misc loop animations;woman;working;woman_audience_theatre_loop_4;woman audience theatre loop 4;;;
;0;misc loop animations;woman;working;woman_colouring_clothes_loop_01;woman colouring clothes loop 01;;;
;0;misc loop animations;woman;working;woman_colouring_clothes_loop_02;woman colouring clothes loop 02;;;
;0;misc loop animations;woman;working;woman_colouring_clothes_loop_03;woman colouring clothes loop 03;;;
;0;misc loop animations;woman;working;woman_crouch_loop_1;woman crouch loop 1;;;
;0;misc loop animations;woman;working;woman_crouch_loop_2;woman crouch loop 2;;;
;0;misc loop animations;woman;working;woman_crouch_loop_3;woman crouch loop 3;;;
;0;misc loop animations;woman;working;woman_looking_around_loop_1;woman looking around loop 1;;;
;0;misc loop animations;woman;working;woman_looking_around_loop_2;woman looking around loop 2;;;
;0;misc loop animations;woman;working;woman_looking_around_loop_3;woman looking around loop 3;;;
;0;misc loop animations;woman;working;woman_looking_down_loop_1;woman looking down loop 1;;;
;0;misc loop animations;woman;working;woman_looking_down_loop_2;woman looking down loop 2;;;
;0;misc loop animations;woman;working;woman_looking_down_loop_3;woman looking down loop 3;;;
;0;misc loop animations;woman;working;woman_looking_in_direction_loop_1;woman looking in direction loop 1;;;
;0;misc loop animations;woman;working;woman_looking_in_direction_loop_2;woman looking in direction loop 2;;;
;0;misc loop animations;woman;working;woman_looking_in_direction_loop_3;woman looking in direction loop 3;;;
;0;misc loop animations;woman;working;woman_looking_in_direction_loop_4;woman looking in direction loop 4;;;
;0;misc loop animations;woman;working;woman_lying_drunk_loop;woman lying drunk loop;;;
;0;misc loop animations;woman;working;woman_stand_hopeless_loop_01;woman stand hopeless loop 01;;;
;0;misc loop animations;woman;working;woman_stand_hopeless_loop_02;woman stand hopeless loop 02;;;
;0;misc loop animations;woman;working;woman_stand_hopeless_loop_03;woman stand hopeless loop 03;;;
;0;misc loop animations;woman;working;woman_stand_nervous_loop_01;woman stand nervous loop 01;;;
;0;misc loop animations;woman;working;woman_stand_nervous_loop_02;woman stand nervous loop 02;;;
;0;misc loop animations;woman;working;woman_stand_nervous_loop_03;woman stand nervous loop 03;;;
;0;misc loop animations;woman;working;woman_stand_scared_loop_01;woman stand scared loop 01;;;
;0;misc loop animations;woman;working;woman_stand_scared_loop_02;woman stand scared loop 02;;;
;0;misc loop animations;woman;working;woman_stand_scared_loop_03;woman stand scared loop 03;;;
;0;misc loop animations;woman;working;woman_stand_scared_loop_04;woman stand scared loop 04;;;
;0;misc loop animations;woman;working;woman_stand_scared_loop_05;woman stand scared loop 05;;;
;0;misc loop animations;woman;working;woman_stand_writing_loop_01;woman stand writing loop 01;;;
;0;misc loop animations;woman;working;woman_stand_writing_loop_02;woman stand writing loop 02;;;
;0;misc loop animations;woman;working;woman_stand_writing_loop_03;woman stand writing loop 03;;;
;0;misc loop animations;woman;working;woman_strumming_lute_loop;woman strumming lute loop;;;
;0;misc loop animations;woman;working;woman_work_broom_sweep_loop;woman work broom sweep loop;;;
;0;misc loop animations;woman;working;woman_work_cooking_rat_on_sticks_loop_01;woman work cooking rat on sticks loop 01;;;
;0;misc loop animations;woman;working;woman_work_cooking_rat_on_sticks_loop_02;woman work cooking rat on sticks loop 02;;;
;0;misc loop animations;woman;working;woman_work_cooking_rat_on_sticks_loop_03;woman work cooking rat on sticks loop 03;;;
;0;misc loop animations;woman;working;woman_work_cooking_rat_on_sticks_loop_04;woman work cooking rat on sticks loop 04;;;
;0;misc loop animations;woman;working;woman_work_disgusted_loop_01;woman work disgusted loop 01;;;
;0;misc loop animations;woman;working;woman_work_disgusted_loop_02;woman work disgusted loop 02;;;
;0;misc loop animations;woman;working;woman_work_fear_reaction_stand_loop_01;woman work fear reaction stand loop 01;;;
;0;misc loop animations;woman;working;woman_work_fear_reaction_stand_loop_02;woman work fear reaction stand loop 02;;;
;0;misc loop animations;woman;working;woman_work_feeding_hens_loop_01;woman work feeding hens loop 01;;;
;0;misc loop animations;woman;working;woman_work_feeding_hens_loop_02;woman work feeding hens loop 02;;;
;0;misc loop animations;woman;working;woman_work_feeding_hens_loop_03;woman work feeding hens loop 03;;;
;0;misc loop animations;woman;working;woman_work_ground_sick_loop_01;woman work ground sick loop 01;;;
;0;misc loop animations;woman;working;woman_work_ground_sick_loop_02;woman work ground sick loop 02;;;
;0;misc loop animations;woman;working;woman_work_hand_on_hips_loop;woman work hand on hips loop;;;
;0;misc loop animations;woman;working;woman_work_infant_loop_1;woman work infant loop 1;;;
;0;misc loop animations;woman;working;woman_work_infant_loop_2;woman work infant loop 2;;;
;0;misc loop animations;woman;working;woman_work_infant_loop_3;woman work infant loop 3;;;
;0;misc loop animations;woman;working;woman_work_infant_loop_4;woman work infant loop 4;;;
;0;misc loop animations;woman;working;woman_work_infant_loop_5;woman work infant loop 5;;;
;0;misc loop animations;woman;working;woman_work_milking_cow_loop1;woman work milking cow loop1;;;
;0;misc loop animations;woman;working;woman_work_milking_cow_loop2;woman work milking cow loop2;;;
;0;misc loop animations;woman;working;woman_work_milking_cow_loop3;woman work milking cow loop3;;;
;0;misc loop animations;woman;working;woman_work_milking_cow_loop4;woman work milking cow loop4;;;
;0;misc loop animations;woman;working;woman_work_picking_up_goods_loop_01;woman work picking up goods loop 01;;;
;0;misc loop animations;woman;working;woman_work_picking_up_goods_loop_02;woman work picking up goods loop 02;;;
;0;misc loop animations;woman;working;woman_work_picking_up_goods_loop_03;woman work picking up goods loop 03;;;
;0;misc loop animations;woman;working;woman_work_plucking_chicken_loop_01;woman work plucking chicken loop 01;;;
;0;misc loop animations;woman;working;woman_work_plucking_chicken_loop_02;woman work plucking chicken loop 02;;;
;0;misc loop animations;woman;working;woman_work_prostitute_on_a_bed_loop;woman work prostitute on a bed loop;;;
;0;misc loop animations;woman;working;woman_work_prostitute_railing_inviting_loop_01;woman work prostitute railing inviting loop 01;;;
;0;misc loop animations;woman;working;woman_work_prostitute_railing_inviting_loop_02;woman work prostitute railing inviting loop 02;;;
;0;misc loop animations;woman;working;woman_work_prostitute_railing_inviting_loop_03;woman work prostitute railing inviting loop 03;;;
;0;misc loop animations;woman;working;woman_work_searching_ground_loop_01;woman work searching ground loop 01;;;
;0;misc loop animations;woman;working;woman_work_searching_ground_loop_02;woman work searching ground loop 02;;;
;0;misc loop animations;woman;working;woman_work_searching_ground_loop_03;woman work searching ground loop 03;;;
;0;misc loop animations;woman;working;woman_work_stand_checking_lice_loop_01;woman work stand checking lice loop 01;;;
;0;misc loop animations;woman;working;woman_work_stand_checking_lice_loop_02;woman work stand checking lice loop 02;;;
;0;misc loop animations;woman;working;woman_work_stand_checking_lice_loop_03;woman work stand checking lice loop 03;;;
;0;misc loop animations;woman;working;woman_work_stand_checking_lice_loop_04;woman work stand checking lice loop 04;;;
;0;misc loop animations;woman;working;woman_work_stand_dancing_loop_01;woman work stand dancing loop 01;;;
;0;misc loop animations;woman;working;woman_work_stand_dancing_loop_02;woman work stand dancing loop 02;;;
;0;misc loop animations;woman;working;woman_work_stand_dancing_loop_03;woman work stand dancing loop 03;;;
;0;misc loop animations;woman;working;woman_work_stand_drinking_loop_01;woman work stand drinking loop 01;;;
;0;misc loop animations;woman;working;woman_work_stand_drinking_loop_02;woman work stand drinking loop 02;;;
;0;misc loop animations;woman;working;woman_work_stand_drinking_loop_03;woman work stand drinking loop 03;;;
;0;misc loop animations;woman;working;woman_work_stand_looking_at_goods_loop_01;woman work stand looking at goods loop 01;;;
;0;misc loop animations;woman;working;woman_work_stand_looking_at_goods_loop_02;woman work stand looking at goods loop 02;;;
;0;misc loop animations;woman;working;woman_work_stand_looking_at_goods_loop_03;woman work stand looking at goods loop 03;;;
;0;misc loop animations;woman;working;woman_work_stand_looking_in_the_mirror_loop;woman work stand looking in the mirror loop;;;
;0;misc loop animations;woman;working;woman_work_stand_pouring_from_bucket_loop;woman work stand pouring from bucket loop;;;
;0;misc loop animations;woman;working;woman_work_stand_praying_loop_01;woman work stand praying loop 01;;;
;0;misc loop animations;woman;working;woman_work_stand_praying_loop_02;woman work stand praying loop 02;;;
;0;misc loop animations;woman;working;woman_work_stand_praying_loop_03;woman work stand praying loop 03;;;
;0;misc loop animations;woman;working;woman_work_stand_selling_flowers_loop_01;woman work stand selling flowers loop 01;;;
;0;misc loop animations;woman;working;woman_work_stand_selling_flowers_loop_02;woman work stand selling flowers loop 02;;;
;0;misc loop animations;woman;working;woman_work_stand_selling_flowers_loop_03;woman work stand selling flowers loop 03;;;
;0;misc loop animations;woman;working;woman_work_stand_with_infant_in_arms_loop_01;woman work stand with infant in arms loop 01;;;
;0;misc loop animations;woman;working;woman_work_stand_with_infant_in_arms_loop_02;woman work stand with infant in arms loop 02;;;
;0;misc loop animations;woman;working;woman_work_stand_with_infant_in_arms_loop_03;woman work stand with infant in arms loop 03;;;
;0;misc loop animations;woman;working;woman_work_standing_armorer_fixing_loop_01;woman work standing armorer fixing loop 01;;;
;0;misc loop animations;woman;working;woman_work_standing_armorer_fixing_loop_02;woman work standing armorer fixing loop 02;;;
;0;misc loop animations;woman;working;woman_work_standing_armorer_fixing_loop_03;woman work standing armorer fixing loop 03;;;
;0;misc loop animations;woman;working;woman_work_standing_armorer_fixing_loop_04;woman work standing armorer fixing loop 04;;;
;0;misc loop animations;woman;working;woman_work_standing_armorer_fixing_loop_05;woman work standing armorer fixing loop 05;;;
;0;misc loop animations;woman;working;woman_work_standing_crying_loop_01;woman work standing crying loop 01;;;
;0;misc loop animations;woman;working;woman_work_standing_crying_loop_02;woman work standing crying loop 02;;;
;0;misc loop animations;woman;working;woman_work_standing_flirting_loop_01;woman work standing flirting loop 01;;;
;0;misc loop animations;woman;working;woman_work_standing_flirting_loop_02;woman work standing flirting loop 02;;;
;0;misc loop animations;woman;working;woman_work_standing_flirting2_loop_01;woman work standing flirting2 loop 01;;;
;0;misc loop animations;woman;working;woman_work_standing_flirting2_loop_02;woman work standing flirting2 loop 02;;;
;0;misc loop animations;woman;working;woman_work_standing_hands_crossed_loop_01;woman work standing hands crossed loop 01;;;
;0;misc loop animations;woman;working;woman_work_standing_hands_crossed_loop_02;woman work standing hands crossed loop 02;;;
;0;misc loop animations;woman;working;woman_work_standing_hands_crossed_loop_03;woman work standing hands crossed loop 03;;;
;0;misc loop animations;woman;working;woman_work_standing_hands_crossed_loop_04;woman work standing hands crossed loop 04;;;
;0;misc loop animations;woman;working;woman_work_standing_hands_crossed_loop_05;woman work standing hands crossed loop 05;;;
;0;misc loop animations;woman;working;woman_work_standing_in_a_cold_fire_loop;woman work standing in a cold fire loop;;;
;0;misc loop animations;woman;working;woman_work_standing_in_a_cold_loop1;woman work standing in a cold loop1;;;
;0;misc loop animations;woman;working;woman_work_standing_negative_attitude_loop_01;woman work standing negative attitude loop 01;;;
;0;misc loop animations;woman;working;woman_work_standing_negative_attitude_loop_02;woman work standing negative attitude loop 02;;;
;0;misc loop animations;woman;working;woman_work_standing_negative_attitude_loop_03;woman work standing negative attitude loop 03;;;
;0;misc loop animations;woman;working;woman_work_standing_negative_attitude_loop_04;woman work standing negative attitude loop 04;;;
;0;misc loop animations;woman;working;woman_work_standing_negative_attitude_loop_05;woman work standing negative attitude loop 05;;;
;0;misc loop animations;woman;working;woman_work_standing_selling_goods_loop_01;woman work standing selling goods loop 01;;;
;0;misc loop animations;woman;working;woman_work_standing_selling_goods_loop_02;woman work standing selling goods loop 02;;;
;0;misc loop animations;woman;working;woman_work_standing_selling_goods_loop_03;woman work standing selling goods loop 03;;;
;0;misc loop animations;woman;working;woman_work_standing_sick_loop_01;woman work standing sick loop 01;;;
;0;misc loop animations;woman;working;woman_work_standing_sick_loop_02;woman work standing sick loop 02;;;
;0;misc loop animations;woman;working;woman_work_standing_sick_loop_03;woman work standing sick loop 03;;;
;0;misc loop animations;woman;working;woman_work_standing_sick_loop_04;woman work standing sick loop 04;;;
;0;misc loop animations;woman;working;woman_work_standing_sick_loop_05;woman work standing sick loop 05;;;
;0;misc loop animations;woman;working;woman_work_standing_vain_loop_01;woman work standing vain loop 01;;;
;0;misc loop animations;woman;working;woman_work_standing_vain_loop_02;woman work standing vain loop 02;;;
;0;misc loop animations;woman;working;woman_work_standing_vain_loop_03;woman work standing vain loop 03;;;
;0;misc loop animations;woman;working;woman_work_taking_care_of_sick_person_loop_01;woman work taking care of sick person loop 01;;;
;0;misc loop animations;woman;working;woman_work_taking_care_of_sick_person_loop_02;woman work taking care of sick person loop 02;;;
;0;misc loop animations;woman;working;woman_work_taking_care_of_sick_person_loop_03;woman work taking care of sick person loop 03;;;
;0;misc loop animations;woman;working;woman_work_tanning_loop_01;woman work tanning loop 01;;;
;0;misc loop animations;woman;working;woman_work_tanning_loop_02;woman work tanning loop 02;;;
;0;misc loop animations;woman;working;woman_work_tanning_loop_03;woman work tanning loop 03;;;
;0;misc loop animations;woman;working;woman_work_waitress_serve_loop;woman work waitress serve loop;;;
;0;misc loop animations;woman;working;woman_work_washing_cloth_loop;woman work washing cloth loop;;;
;0;misc loop animations;woman;working;woman_work_with_fan_loop_01;woman work with fan loop 01;;;
;0;misc loop animations;woman;working;woman_work_with_fan_loop_02;woman work with fan loop 02;;;
;0;misc loop animations;woman;;dialogue_woman_hypnotizing_sitting_person_loop;dialogue woman hypnotizing sitting person loop;;;
;0;misc loop animations;woman;;dialogue_woman_work_picking_up_goods_loop_02;dialogue woman work picking up goods loop 02;;;
;0;misc loop animations;woman;;high_standing_determined_energetic_cycle_loop;high standing determined energetic cycle loop;;;
;0;misc loop animations;woman;;high_standing_happy_calm_cycle_loop;high standing happy calm cycle loop;;;
;0;misc loop animations;woman;;jump_falling_loop;jump falling loop;;;
;0;misc loop animations;woman;;jump_falling_loop_b;jump falling loop b;;;
